tileid,class,quantile
140864,4,1.0
140866,4,1.0
140877,3,0.798
140879,4,1.0
140883,4,1.0
140887,4,1.0
140898,4,1.0
140903,1,0.077
140904,4,1.0
140905,4,1.0
140909,4,1.0
140910,4,1.0
140911,4,1.0
140913,3,0.728
140915,4,1.0
140917,1,0.013
141040,4,0.99
141041,4,1.0
141042,3,0.568
141043,3,0.734
141044,4,1.0
141045,1,0.062
141046,1,0.07
141047,3,0.62
141048,2,0.127
141087,4,1.0
141098,4,1.0
141099,1,0.067
141100,4,1.0
141101,4,0.985
141102,1,0.003
141103,2,0.268
141104,2,0.441
141105,2,0.148
141133,2,0.32
141134,2,0.167
141138,4,1.0
141448,2,0.121
141457,3,0.525
141469,1,0.055
141571,4,1.0
141572,4,1.0
141578,2,0.287
141583,3,0.784
141584,4,1.0
141585,3,0.544
141588,1,0.023
141589,3,0.772
141596,2,0.2
141601,4,1.0
141605,4,1.0
141607,4,1.0
141608,4,1.0
141611,4,1.0
141612,4,1.0
141613,4,1.0
141614,4,1.0
141615,4,1.0
141616,4,1.0
141617,4,0.999
141618,4,1.0
141619,4,1.0
141624,4,1.0
141748,4,1.0
141750,1,0.047
141751,4,1.0
141752,4,1.0
141753,3,0.777
141754,4,0.965
141755,4,1.0
141756,4,1.0
141795,4,1.0
141805,4,1.0
141806,4,0.994
141807,2,0.202
141808,4,0.99
141809,4,0.948
141810,2,0.218
141811,1,0.074
141812,1,0.033
141813,4,1.0
141814,2,0.422
141842,4,1.0
141846,4,1.0
142132,4,0.996
142164,2,0.465
142273,1,0.034
142291,4,1.0
142295,3,0.816
142296,4,1.0
142298,3,0.811
142303,4,1.0
142304,4,1.0
142312,4,1.0
142313,4,1.0
142318,4,1.0
142319,4,1.0
142320,4,0.997
142321,4,0.994
142322,4,0.973
142323,4,0.994
142324,4,1.0
142325,4,1.0
142326,4,1.0
142327,2,0.123
142328,1,0.031
142331,2,0.12
142373,2,0.226
142391,1,0.0
142455,3,0.854
142456,4,1.0
142458,4,1.0
142460,4,1.0
142461,1,0.066
142462,4,0.952
142463,3,0.766
142464,1,0.076
142504,4,1.0
142514,2,0.2
142515,1,0.046
142516,1,0.066
142517,4,1.0
142518,4,1.0
142519,4,0.999
142520,1,0.02
142521,2,0.311
142522,2,0.117
142523,1,0.053
142549,4,1.0
142839,4,1.0
142840,2,0.123
142996,4,1.0
142997,4,1.0
142999,4,1.0
143000,3,0.816
143001,3,0.509
143002,4,1.0
143003,4,0.997
143004,4,1.0
143006,3,0.84
143008,4,0.999
143009,1,0.043
143010,1,0.083
143012,4,1.0
143021,1,0.092
143022,4,1.0
143025,4,1.0
143026,4,1.0
143027,4,1.0
143028,4,1.0
143029,4,1.0
143030,4,1.0
143031,4,1.0
143032,4,1.0
143033,4,1.0
143042,1,0.025
143043,1,0.0
143163,4,1.0
143164,4,1.0
143165,4,1.0
143166,2,0.433
143167,4,1.0
143169,4,1.0
143170,4,1.0
143171,1,0.027
143172,3,0.865
143212,4,1.0
143217,4,1.0
143222,4,1.0
143223,1,0.062
143224,1,0.015
143228,1,0.018
143231,1,0.042
143688,2,0.355
143689,4,1.0
143704,1,0.085
143705,1,0.057
143706,4,1.0
143707,4,1.0
143709,4,1.0
143710,4,1.0
143711,4,1.0
143712,4,1.0
143714,3,0.825
143716,4,1.0
143718,4,1.0
143729,4,1.0
143730,4,1.0
143731,4,1.0
143733,3,0.511
143734,2,0.117
143735,4,1.0
143736,4,1.0
143737,4,1.0
143738,4,1.0
143739,4,1.0
143741,4,1.0
143810,2,0.439
143870,1,0.072
143871,4,1.0
143872,4,1.0
143873,4,1.0
143874,4,1.0
143875,3,0.68
143876,1,0.038
143877,4,1.0
143878,4,1.0
143879,1,0.087
143880,3,0.552
143881,1,0.02
143920,4,0.999
143922,1,0.039
143923,2,0.236
143924,4,1.0
143925,4,1.0
143930,4,1.0
143936,1,0.015
143937,2,0.215
143939,1,0.076
144252,3,0.729
144254,3,0.633
144395,1,0.037
144400,4,1.0
144413,4,1.0
144414,4,1.0
144415,4,1.0
144416,1,0.096
144417,4,0.999
144418,4,1.0
144419,4,1.0
144420,4,1.0
144424,4,1.0
144425,4,1.0
144426,4,1.0
144433,1,0.012
144438,4,1.0
144439,2,0.335
144441,3,0.773
144443,4,1.0
144444,4,1.0
144445,4,1.0
144454,4,1.0
144494,1,0.009
144496,3,0.706
144578,4,1.0
144580,4,1.0
144581,4,1.0
144582,4,1.0
144583,1,0.083
144584,3,0.613
144585,1,0.035
144586,4,0.924
144587,4,1.0
144588,3,0.628
144589,1,0.003
144628,4,0.989
144630,1,0.003
144631,4,1.0
144633,4,1.0
144634,4,0.998
144635,2,0.118
144636,2,0.136
144637,1,0.011
144645,1,0.087
144646,4,1.0
144647,1,0.098
144675,4,0.995
144676,2,0.434
144718,1,0.046
144957,3,0.578
144958,2,0.459
144959,4,1.0
145104,4,1.0
145105,4,1.0
145124,4,1.0
145125,4,1.0
145126,4,1.0
145129,4,1.0
145132,4,1.0
145141,1,0.002
145147,4,1.0
145148,4,1.0
145187,1,0.0
145204,3,0.796
145224,1,0.059
145225,4,0.979
145286,4,1.0
145287,4,1.0
145288,3,0.626
145289,4,1.0
145290,4,1.0
145291,4,0.942
145295,1,0.038
145296,4,0.983
145335,4,1.0
145336,3,0.819
145337,1,0.011
145338,1,0.012
145339,4,0.968
145340,4,1.0
145341,4,1.0
145342,1,0.091
145343,4,0.999
145352,1,0.061
145353,1,0.067
145354,2,0.135
145355,1,0.064
145378,1,0.091
145379,4,0.988
145380,1,0.034
145383,2,0.455
145426,2,0.325
145662,4,1.0
145663,2,0.208
145665,4,1.0
145670,1,0.085
145811,2,0.106
145812,4,1.0
145822,1,0.027
145832,3,0.774
145833,3,0.79
145837,4,1.0
145838,4,1.0
145909,3,0.605
145910,1,0.023
145911,4,0.996
145912,3,0.79
145993,2,0.107
145995,4,1.0
145996,1,0.075
145997,4,1.0
145998,4,0.987
146004,1,0.015
146043,4,1.0
146044,4,0.989
146045,3,0.834
146046,1,0.097
146047,4,0.998
146048,4,1.0
146049,3,0.763
146050,2,0.117
146051,4,1.0
146056,3,0.699
146060,1,0.066
146062,4,1.0
146063,2,0.122
146086,1,0.028
146087,2,0.204
146368,3,0.602
146369,3,0.636
146370,3,0.897
146371,2,0.454
146372,2,0.159
146373,4,1.0
146518,1,0.014
146519,4,1.0
146520,4,1.0
146521,1,0.032
146544,3,0.783
146618,3,0.78
146619,1,0.088
146701,1,0.018
146703,1,0.035
146704,3,0.864
146705,4,0.983
146706,4,0.992
146708,1,0.04
146709,1,0.006
146710,1,0.04
146712,3,0.878
146752,4,1.0
146753,4,0.959
146754,4,0.928
146755,4,0.998
146756,4,0.992
146757,2,0.202
146758,4,0.998
146759,4,1.0
146760,4,1.0
146761,4,1.0
146762,4,1.0
146763,2,0.19
146764,3,0.773
146768,4,1.0
146770,2,0.204
146793,2,0.19
146794,1,0.017
146795,1,0.003
147076,4,1.0
147077,4,1.0
147078,4,1.0
147084,1,0.059
147085,2,0.169
147227,4,1.0
147228,4,1.0
147325,1,0.008
147326,1,0.079
147338,1,0.004
147349,2,0.3
147408,1,0.03
147410,1,0.045
147411,1,0.032
147412,4,0.91
147413,2,0.116
147414,1,0.029
147415,2,0.206
147417,3,0.872
147420,3,0.879
147459,1,0.009
147460,4,0.999
147461,4,0.961
147462,4,1.0
147463,4,1.0
147464,4,1.0
147465,4,0.998
147466,4,0.988
147467,2,0.369
147468,4,0.983
147469,4,0.964
147470,4,0.997
147471,4,1.0
147472,4,1.0
147478,2,0.293
147501,2,0.463
147502,4,0.987
147784,4,0.999
147785,4,1.0
147793,2,0.356
148033,1,0.001
148034,1,0.009
148066,1,0.09
148116,2,0.12
148117,1,0.033
148118,1,0.033
148119,4,0.911
148120,3,0.898
148121,4,0.989
148122,4,0.9
148123,4,0.906
148124,1,0.005
148125,4,0.901
148128,2,0.338
148129,3,0.882
148167,3,0.776
148168,2,0.253
148169,4,0.963
148170,4,1.0
148171,4,1.0
148172,2,0.192
148173,4,1.0
148174,4,1.0
148175,4,0.998
148176,4,0.966
148177,4,1.0
148178,4,1.0
148179,4,1.0
148185,4,0.995
148209,4,0.999
148210,4,0.998
148211,4,1.0
148486,1,0.03
148490,4,0.901
148492,1,0.033
148553,2,0.13
148554,3,0.56
148676,2,0.315
148825,4,1.0
148826,4,0.976
148827,4,0.982
148828,4,0.972
148829,3,0.895
148830,4,0.985
148831,1,0.013
148832,2,0.314
148833,3,0.899
148836,2,0.333
148837,1,0.027
148838,1,0.079
148839,3,0.89
148868,2,0.278
148872,1,0.026
148875,1,0.1
148876,4,1.0
148877,4,0.998
148878,4,1.0
148879,4,1.0
148880,4,1.0
148881,2,0.189
148882,2,0.259
148883,2,0.256
148884,4,0.993
148885,4,1.0
148886,4,1.0
148887,4,1.0
148892,1,0.016
148893,1,0.031
148917,1,0.077
148918,1,0.073
149185,1,0.092
149188,4,0.999
149191,2,0.181
149194,2,0.314
149198,1,0.097
149199,1,0.064
149451,2,0.184
149470,4,0.976
149533,3,0.619
149534,4,1.0
149536,1,0.034
149538,4,0.908
149539,4,0.99
149540,3,0.885
149541,4,0.982
149543,2,0.316
149544,1,0.034
149545,1,0.013
149546,1,0.023
149547,1,0.025
149548,1,0.094
149549,1,0.007
149574,1,0.012
149575,4,1.0
149576,2,0.126
149577,1,0.01
149580,4,1.0
149581,2,0.36
149582,1,0.032
149583,4,0.999
149584,4,1.0
149585,4,0.96
149586,4,1.0
149587,2,0.221
149588,4,1.0
149589,2,0.192
149590,2,0.167
149591,2,0.185
149592,4,1.0
149593,4,1.0
149594,2,0.185
149599,1,0.072
149625,2,0.134
149627,2,0.479
149628,4,0.999
149899,1,0.026
149907,4,1.0
149908,4,1.0
150178,3,0.566
150181,1,0.077
150201,2,0.476
150239,4,1.0
150240,4,1.0
150241,4,1.0
150242,4,1.0
150244,4,0.902
150245,4,0.987
150246,1,0.025
150247,3,0.896
150248,1,0.042
150249,1,0.029
150250,1,0.087
150251,4,0.918
150252,4,0.91
150253,1,0.038
150255,2,0.302
150256,1,0.033
150257,1,0.023
150283,4,1.0
150284,4,0.999
150285,2,0.179
150286,4,1.0
150291,4,0.997
150292,2,0.274
150293,2,0.214
150294,3,0.785
150295,4,0.997
150296,4,1.0
150297,2,0.179
150298,2,0.23
150299,4,1.0
150300,4,1.0
150301,4,1.0
150302,4,1.0
150306,1,0.014
150333,4,1.0
150336,2,0.232
150596,1,0.043
150601,1,0.042
150605,4,0.924
150611,2,0.141
150614,3,0.634
150615,3,0.692
150646,2,0.16
150647,1,0.045
150667,1,0.05
150668,4,0.933
150671,1,0.035
150868,1,0.009
150885,1,0.031
150887,4,0.985
150889,2,0.402
150947,4,1.0
150948,4,1.0
150949,4,1.0
150950,4,1.0
150951,4,1.0
150952,1,0.079
150953,4,0.903
150954,4,0.914
150955,1,0.01
150956,4,0.909
150957,3,0.615
150958,4,1.0
150959,4,0.901
150960,1,0.064
150962,1,0.002
150966,4,0.981
150967,2,0.121
150991,4,1.0
150992,4,1.0
150994,4,1.0
150998,3,0.759
150999,4,1.0
151000,4,1.0
151001,2,0.216
151004,4,1.0
151005,4,1.0
151006,2,0.242
151007,4,1.0
151008,4,1.0
151009,4,1.0
151013,1,0.021
151041,4,1.0
151044,2,0.34
151307,1,0.05
151309,2,0.143
151312,4,1.0
151314,1,0.043
151316,3,0.567
151317,2,0.141
151318,4,1.0
151319,4,1.0
151320,1,0.042
151322,2,0.474
151323,1,0.061
151352,4,0.998
151353,2,0.482
151354,4,1.0
151355,3,0.565
151366,1,0.03
151368,1,0.096
151369,1,0.0
151370,2,0.13
151374,4,0.995
151375,4,1.0
151376,3,0.804
151377,3,0.631
151379,4,0.926
151382,2,0.392
151476,1,0.003
151477,1,0.006
151592,4,0.999
151593,3,0.586
151594,2,0.272
151656,1,0.082
151657,4,1.0
151658,4,0.982
151659,4,0.986
151660,4,0.992
151661,1,0.033
151662,1,0.012
151663,1,0.048
151664,4,0.918
151665,4,0.93
151666,1,0.024
151667,1,0.024
151668,1,0.006
151675,1,0.045
151676,2,0.175
151699,4,0.993
151700,3,0.528
151706,1,0.071
151707,2,0.364
151708,4,1.0
151709,1,0.073
151713,4,1.0
151714,2,0.398
151715,2,0.105
151716,4,1.0
151720,2,0.257
151721,1,0.021
151726,2,0.441
151727,1,0.061
151728,2,0.174
151750,4,1.0
151752,4,1.0
152009,3,0.649
152017,3,0.567
152018,1,0.1
152019,2,0.118
152020,2,0.118
152021,2,0.472
152022,3,0.61
152023,2,0.438
152024,4,1.0
152071,3,0.704
152072,1,0.012
152076,2,0.183
152077,2,0.186
152080,1,0.053
152299,4,0.99
152300,4,1.0
152301,4,0.999
152362,1,0.02
152363,4,0.931
152364,1,0.038
152365,4,0.974
152368,4,0.992
152369,1,0.04
152370,4,0.993
152371,4,0.916
152372,4,0.925
152373,1,0.035
152374,1,0.04
152375,1,0.025
152407,4,1.0
152409,1,0.051
152414,1,0.044
152415,2,0.317
152416,3,0.802
152418,1,0.074
152427,2,0.338
152428,1,0.019
152434,4,1.0
152435,4,1.0
152436,4,1.0
152437,4,1.0
152716,1,0.034
152717,1,0.036
152720,2,0.161
152721,4,1.0
152724,4,1.0
152725,2,0.411
152726,1,0.007
152727,2,0.102
152728,2,0.169
152729,2,0.15
152730,4,1.0
152731,3,0.641
152732,2,0.102
152762,2,0.108
152779,2,0.171
152783,3,0.676
152784,4,0.998
152785,4,1.0
153008,4,0.995
153009,2,0.189
153070,1,0.002
153071,3,0.742
153072,4,1.0
153074,4,1.0
153075,4,1.0
153076,4,1.0
153077,4,0.997
153078,1,0.039
153079,2,0.113
153080,4,1.0
153081,4,0.915
153083,4,0.944
153089,4,0.941
153094,4,0.943
153115,4,1.0
153117,4,1.0
153122,4,0.998
153123,4,1.0
153124,2,0.206
153125,1,0.021
153126,4,0.998
153135,1,0.06
153136,1,0.02
153142,2,0.13
153143,4,1.0
153144,4,1.0
153145,4,1.0
153146,4,1.0
153322,1,0.034
153424,1,0.035
153426,2,0.204
153427,4,0.926
153428,2,0.193
153429,4,1.0
153430,2,0.107
153431,3,0.768
153432,4,1.0
153433,3,0.567
153434,1,0.012
153435,3,0.508
153436,4,1.0
153437,4,1.0
153438,4,0.982
153439,3,0.588
153451,1,0.005
153488,4,0.977
153489,2,0.312
153490,2,0.173
153491,3,0.758
153707,1,0.036
153715,2,0.182
153716,2,0.485
153717,4,0.98
153778,1,0.067
153780,3,0.734
153781,4,1.0
153782,4,1.0
153783,2,0.134
153784,1,0.043
153785,4,1.0
153786,4,0.99
153787,4,1.0
153788,4,0.993
153789,4,0.944
153791,1,0.036
153798,4,1.0
153802,4,1.0
153803,4,1.0
153804,4,1.0
153823,4,1.0
153824,4,1.0
153825,2,0.38
153827,1,0.085
153831,2,0.238
153832,1,0.075
153833,1,0.085
153843,1,0.036
153844,2,0.11
153851,4,1.0
153852,4,1.0
153853,4,1.0
153854,4,1.0
154133,4,1.0
154134,3,0.624
154135,3,0.576
154136,3,0.602
154137,4,0.936
154138,3,0.507
154139,4,0.946
154140,4,1.0
154141,3,0.621
154142,3,0.683
154143,2,0.495
154144,3,0.603
154145,4,1.0
154146,3,0.578
154187,4,0.976
154189,2,0.201
154190,4,0.935
154423,1,0.099
154486,2,0.106
154488,4,1.0
154489,4,1.0
154490,4,0.992
154491,4,1.0
154492,4,1.0
154493,4,1.0
154494,4,0.992
154495,4,1.0
154496,4,0.923
154497,1,0.04
154498,1,0.045
154499,4,0.988
154500,4,0.927
154503,4,1.0
154504,4,1.0
154506,4,1.0
154507,4,0.988
154511,4,1.0
154512,2,0.388
154513,4,1.0
154530,2,0.239
154531,4,1.0
154533,4,1.0
154534,4,1.0
154540,1,0.075
154541,1,0.094
154552,4,0.979
154553,1,0.056
154560,4,0.977
154561,3,0.596
154736,1,0.013
154838,1,0.045
154841,4,1.0
154842,1,0.008
154843,4,1.0
154844,2,0.404
154845,4,1.0
154846,4,0.991
154847,3,0.647
154848,2,0.457
154849,3,0.778
154853,4,1.0
154854,1,0.057
154869,1,0.053
154874,1,0.039
154895,1,0.051
154896,1,0.043
154897,4,0.927
155189,1,0.082
155190,4,0.993
155191,4,0.931
155194,3,0.883
155195,4,1.0
155197,4,1.0
155198,2,0.198
155199,4,1.0
155200,1,0.04
155201,1,0.038
155202,1,0.059
155203,1,0.034
155204,1,0.034
155205,4,0.998
155206,1,0.053
155207,4,0.987
155208,4,1.0
155210,4,0.992
155211,4,0.943
155212,3,0.713
155213,4,0.996
155214,4,1.0
155215,4,0.966
155219,2,0.161
155220,4,0.99
155221,4,1.0
155222,4,1.0
155238,2,0.23
155239,4,1.0
155240,4,1.0
155241,3,0.844
155242,2,0.249
155243,4,1.0
155259,3,0.53
155260,1,0.074
155261,2,0.199
155262,1,0.011
155263,1,0.003
155268,4,1.0
155269,4,1.0
155440,1,0.004
155441,1,0.0
155547,1,0.038
155552,4,0.984
155553,2,0.12
155555,3,0.609
155556,4,1.0
155559,3,0.682
155560,3,0.687
155561,4,1.0
155577,1,0.065
155583,1,0.029
155601,2,0.201
155835,1,0.014
155836,1,0.098
155837,2,0.13
155897,1,0.077
155898,4,0.941
155899,4,0.926
155900,4,0.992
155902,1,0.08
155903,4,1.0
155904,4,1.0
155905,4,1.0
155906,4,0.93
155907,4,0.935
155908,1,0.013
155909,1,0.045
155910,4,0.944
155911,4,0.965
155912,4,0.998
155913,4,0.945
155914,3,0.721
155915,1,0.066
155916,4,1.0
155917,1,0.073
155918,1,0.052
155919,1,0.088
155920,2,0.101
155921,4,1.0
155922,4,1.0
155924,3,0.731
155929,4,0.963
155930,2,0.195
155946,2,0.14
155947,1,0.086
155948,4,1.0
155949,4,1.0
155959,4,1.0
155962,1,0.025
155967,4,0.975
155968,3,0.621
155969,1,0.078
155970,1,0.067
155975,1,0.044
155976,3,0.746
155977,4,1.0
155978,3,0.645
155979,1,0.014
156254,2,0.174
156260,1,0.094
156263,4,1.0
156266,4,0.937
156267,4,1.0
156306,1,0.071
156307,2,0.499
156543,1,0.022
156544,3,0.605
156604,4,0.99
156605,1,0.045
156606,1,0.033
156607,1,0.039
156608,1,0.036
156609,1,0.012
156610,1,0.034
156611,4,1.0
156612,4,1.0
156613,4,0.992
156616,4,0.997
156617,1,0.053
156620,4,1.0
156621,4,1.0
156622,4,0.964
156624,4,1.0
156625,1,0.089
156627,4,1.0
156628,4,1.0
156629,3,0.714
156630,3,0.893
156631,4,0.937
156632,2,0.152
156633,4,1.0
156635,4,0.97
156636,4,1.0
156638,2,0.169
156639,4,1.0
156640,4,0.991
156641,4,0.995
156648,4,1.0
156649,4,0.97
156654,4,1.0
156655,1,0.091
156656,2,0.105
156657,2,0.328
156665,4,1.0
156666,3,0.848
156674,4,1.0
156675,4,1.0
156676,4,0.996
156678,3,0.505
156680,4,1.0
156681,4,1.0
156682,2,0.173
156683,4,1.0
156684,4,1.0
156685,4,1.0
156686,4,1.0
156687,4,1.0
156688,3,0.656
156689,4,1.0
156690,4,1.0
156968,4,1.0
156969,4,0.999
156970,2,0.191
156971,2,0.106
156976,3,0.729
156977,1,0.027
157005,2,0.5
157012,2,0.22
157013,2,0.168
157015,4,1.0
157251,3,0.71
157291,1,0.016
157312,1,0.031
157313,1,0.036
157314,1,0.042
157315,4,0.947
157316,4,0.953
157318,4,1.0
157319,3,0.58
157320,4,1.0
157322,4,1.0
157323,4,1.0
157324,4,0.992
157325,4,0.993
157326,4,0.993
157327,4,0.925
157330,4,0.998
157331,4,1.0
157332,4,1.0
157335,4,0.953
157336,4,1.0
157337,1,0.073
157338,1,0.021
157339,4,0.997
157341,4,1.0
157342,1,0.099
157343,1,0.05
157346,4,1.0
157347,4,1.0
157348,4,1.0
157349,4,1.0
157350,4,1.0
157353,4,1.0
157356,3,0.581
157357,4,0.999
157363,1,0.098
157364,4,1.0
157365,4,0.999
157366,3,0.854
157369,4,0.999
157374,4,1.0
157386,4,1.0
157387,3,0.875
157388,4,1.0
157389,4,1.0
157390,4,1.0
157391,4,1.0
157392,4,1.0
157393,4,1.0
157394,4,1.0
157395,4,1.0
157396,4,1.0
157397,4,1.0
157398,4,1.0
157399,2,0.299
157400,1,0.007
157401,1,0.05
157413,1,0.054
157414,2,0.215
157675,1,0.078
157676,2,0.162
157683,1,0.084
157715,3,0.792
157716,4,1.0
157717,4,1.0
157718,4,1.0
157719,4,0.94
157995,1,0.098
157996,4,0.999
158019,2,0.358
158020,2,0.323
158022,1,0.072
158023,4,0.934
158024,4,0.943
158025,1,0.083
158026,3,0.652
158027,4,1.0
158028,4,1.0
158029,4,1.0
158031,4,1.0
158032,3,0.55
158033,4,1.0
158034,4,1.0
158035,4,0.954
158036,2,0.213
158037,4,0.997
158039,4,1.0
158052,4,1.0
158053,1,0.092
158054,4,1.0
158055,4,1.0
158056,4,1.0
158057,4,0.902
158058,4,1.0
158059,4,1.0
158060,4,1.0
158061,4,1.0
158062,4,1.0
158063,4,1.0
158064,4,1.0
158071,4,1.0
158072,4,1.0
158076,2,0.113
158082,2,0.269
158095,4,1.0
158096,2,0.456
158097,2,0.442
158098,4,1.0
158099,3,0.664
158100,4,1.0
158101,2,0.377
158102,4,1.0
158103,4,1.0
158104,4,1.0
158105,4,1.0
158106,2,0.404
158107,1,0.008
158108,1,0.002
158109,1,0.009
158110,3,0.764
158111,2,0.455
158112,2,0.463
158113,4,0.978
158121,1,0.007
158122,2,0.16
158376,1,0.061
158383,1,0.047
158424,2,0.156
158703,3,0.72
158705,4,0.994
158727,4,0.95
158728,2,0.418
158729,1,0.034
158732,2,0.408
158733,2,0.367
158734,1,0.095
158735,4,1.0
158736,4,1.0
158739,4,1.0
158740,2,0.187
158741,4,0.95
158742,4,1.0
158743,1,0.072
158748,2,0.128
158752,4,0.975
158753,2,0.306
158758,4,0.947
158759,1,0.026
158761,4,1.0
158762,4,1.0
158763,3,0.578
158764,3,0.531
158765,3,0.619
158766,4,1.0
158767,4,1.0
158768,4,1.0
158769,4,1.0
158770,4,1.0
158771,4,1.0
158772,4,1.0
158776,1,0.039
158777,3,0.853
158779,3,0.856
158795,3,0.547
158797,1,0.07
158801,4,1.0
158802,4,1.0
158803,2,0.253
158804,4,1.0
158805,4,1.0
158806,4,1.0
158807,3,0.678
158808,4,1.0
158809,4,1.0
158810,4,1.0
158811,4,1.0
158812,4,1.0
158813,3,0.76
158814,2,0.288
158815,1,0.006
158816,1,0.046
158817,2,0.414
158818,4,1.0
158819,4,1.0
158820,3,0.536
158821,1,0.058
158822,1,0.004
158829,2,0.38
158831,2,0.311
159087,2,0.151
159090,1,0.079
159095,4,0.949
159098,1,0.072
159373,1,0.014
159411,4,1.0
159412,4,1.0
159413,1,0.02
159440,4,0.95
159441,4,0.919
159442,4,1.0
159443,4,1.0
159444,4,1.0
159445,4,0.996
159447,4,1.0
159448,4,1.0
159449,4,0.998
159450,4,1.0
159452,4,0.978
159454,1,0.013
159457,4,0.956
159467,1,0.009
159468,1,0.039
159469,1,0.049
159470,1,0.085
159471,3,0.56
159472,3,0.531
159473,3,0.562
159474,3,0.549
159475,4,1.0
159476,4,1.0
159477,2,0.112
159478,4,1.0
159479,4,1.0
159480,4,1.0
159492,1,0.099
159494,4,0.976
159495,4,1.0
159497,1,0.025
159501,4,1.0
159502,3,0.8
159503,3,0.824
159504,4,1.0
159505,4,1.0
159510,2,0.454
159511,2,0.242
159512,4,1.0
159513,3,0.663
159514,4,1.0
159515,4,1.0
159516,4,1.0
159517,4,1.0
159518,4,1.0
159519,4,1.0
159520,4,1.0
159521,4,1.0
159522,4,1.0
159523,4,1.0
159524,4,1.0
159525,3,0.514
159526,3,0.507
159527,3,0.519
159528,4,0.997
159529,2,0.408
159530,2,0.422
159531,4,1.0
159532,1,0.057
159537,2,0.375
159538,2,0.151
159539,1,0.02
159540,1,0.002
159784,2,0.338
159790,4,0.946
159795,1,0.035
160070,1,0.039
160081,1,0.015
160083,2,0.498
160084,1,0.017
160099,4,0.983
160110,1,0.009
160113,1,0.004
160114,1,0.096
160116,1,0.049
160118,4,0.999
160148,4,1.0
160149,1,0.089
160150,4,0.955
160152,4,1.0
160154,2,0.217
160155,4,1.0
160156,4,1.0
160159,4,0.969
160161,1,0.036
160166,4,1.0
160167,4,1.0
160170,1,0.006
160173,4,1.0
160175,2,0.399
160176,4,1.0
160177,2,0.246
160178,4,1.0
160179,4,1.0
160180,3,0.574
160181,3,0.56
160182,4,1.0
160183,4,1.0
160184,4,1.0
160185,4,1.0
160186,4,1.0
160187,3,0.898
160188,4,1.0
160189,4,1.0
160192,1,0.061
160200,4,1.0
160201,2,0.333
160202,1,0.028
160203,3,0.892
160205,4,1.0
160206,4,1.0
160209,2,0.484
160210,3,0.534
160211,4,1.0
160212,4,1.0
160213,4,1.0
160221,4,1.0
160222,4,1.0
160223,2,0.341
160224,4,1.0
160225,3,0.509
160226,4,1.0
160227,2,0.226
160228,2,0.187
160229,4,1.0
160230,4,1.0
160231,4,1.0
160232,4,1.0
160233,2,0.162
160234,3,0.777
160235,4,1.0
160236,4,1.0
160237,2,0.192
160238,2,0.218
160239,4,1.0
160240,4,0.999
160241,2,0.217
160245,3,0.696
160246,4,1.0
160497,3,0.816
160498,2,0.152
160778,1,0.035
160792,2,0.115
160806,1,0.017
160822,4,0.972
160823,1,0.024
160825,4,0.987
160846,1,0.006
160847,1,0.001
160850,4,0.982
160856,4,0.971
160857,4,0.972
160858,2,0.476
160860,3,0.898
160861,4,1.0
160862,1,0.067
160864,1,0.06
160865,4,0.998
160866,4,0.982
160867,4,0.986
160874,2,0.158
160875,4,1.0
160880,4,0.975
160881,4,1.0
160882,4,1.0
160883,4,1.0
160884,4,0.998
160885,4,1.0
160886,4,1.0
160887,4,1.0
160888,1,0.093
160889,4,1.0
160890,4,1.0
160891,4,1.0
160892,4,1.0
160893,4,1.0
160894,4,1.0
160895,4,1.0
160896,4,1.0
160897,4,1.0
160898,3,0.745
160900,1,0.002
160901,2,0.107
160905,1,0.008
160908,2,0.265
160909,2,0.323
160910,4,1.0
160911,2,0.491
160912,1,0.085
160916,4,1.0
160917,3,0.708
160918,2,0.102
160919,3,0.718
160920,4,1.0
160921,4,1.0
160922,4,1.0
160928,4,1.0
160929,4,1.0
160930,2,0.348
160931,4,1.0
160932,4,1.0
160933,4,1.0
160934,4,1.0
160935,3,0.783
160936,4,1.0
160937,4,1.0
160939,4,1.0
160940,3,0.599
160941,1,0.089
160942,3,0.506
160943,4,1.0
160944,3,0.819
160945,2,0.244
160946,2,0.258
160947,4,1.0
160948,4,1.0
160949,2,0.314
160950,1,0.074
160954,3,0.65
160955,1,0.088
160956,3,0.558
161204,1,0.056
161214,1,0.087
161218,4,0.987
161219,1,0.041
161220,4,0.983
161221,4,1.0
161260,1,0.0
161266,1,0.0
161486,1,0.01
161520,1,0.006
161523,1,0.015
161524,2,0.181
161531,1,0.002
161532,4,0.999
161533,2,0.13
161555,1,0.034
161557,1,0.049
161558,4,1.0
161565,2,0.398
161566,4,0.954
161567,4,0.962
161568,1,0.041
161569,4,1.0
161570,2,0.161
161571,4,1.0
161572,2,0.167
161573,2,0.211
161576,4,0.968
161577,4,1.0
161578,4,0.979
161579,4,1.0
161580,1,0.051
161581,4,0.992
161582,4,0.998
161583,4,1.0
161584,3,0.65
161585,4,1.0
161586,4,1.0
161587,4,1.0
161588,4,1.0
161589,4,1.0
161590,4,1.0
161591,4,1.0
161592,3,0.794
161593,1,0.035
161594,4,0.931
161595,4,1.0
161596,4,1.0
161597,4,1.0
161598,4,1.0
161599,4,1.0
161600,4,1.0
161601,4,1.0
161602,4,1.0
161603,4,1.0
161604,4,1.0
161605,4,0.996
161615,1,0.048
161617,2,0.238
161618,4,1.0
