tileid,class,quantile
161619,2,0.156
161621,2,0.5
161622,3,0.525
161623,3,0.883
161624,4,1.0
161625,4,1.0
161626,2,0.414
161627,3,0.797
161628,3,0.68
161629,4,1.0
161630,4,1.0
161631,4,1.0
161639,4,1.0
161641,2,0.364
161642,4,1.0
161643,3,0.535
161644,3,0.823
161645,2,0.22
161646,4,1.0
161647,2,0.227
161648,4,0.906
161649,2,0.458
161650,4,1.0
161651,2,0.266
161652,4,1.0
161653,2,0.48
161654,2,0.185
161655,1,0.072
161656,2,0.225
161657,3,0.56
161658,2,0.344
161659,2,0.147
161660,4,0.989
161663,1,0.062
161664,3,0.652
161910,1,0.051
161911,2,0.251
161912,1,0.065
161921,3,0.737
161922,2,0.124
161927,1,0.056
161928,1,0.019
161929,4,1.0
161932,1,0.052
161933,3,0.671
161934,2,0.226
161968,1,0.0
162193,2,0.221
162194,1,0.017
162215,3,0.526
162228,1,0.007
162240,1,0.023
162241,2,0.128
162265,3,0.88
162266,2,0.201
162273,2,0.274
162274,2,0.442
162275,4,0.965
162276,4,0.969
162277,4,1.0
162278,4,0.999
162279,4,1.0
162280,4,1.0
162281,4,1.0
162285,4,1.0
162286,1,0.046
162287,2,0.234
162288,4,0.966
162289,1,0.021
162290,4,1.0
162291,4,1.0
162292,4,1.0
162293,4,1.0
162294,4,1.0
162295,4,1.0
162296,4,1.0
162297,4,1.0
162298,3,0.857
162299,4,1.0
162300,4,1.0
162301,4,1.0
162302,4,1.0
162303,4,1.0
162304,4,1.0
162305,4,1.0
162306,4,1.0
162307,4,1.0
162308,4,1.0
162312,2,0.181
162314,4,0.966
162315,4,0.988
162316,1,0.046
162317,4,0.977
162329,2,0.234
162330,3,0.55
162331,4,1.0
162332,4,1.0
162333,4,1.0
162334,4,1.0
162335,4,1.0
162336,3,0.787
162337,4,1.0
162338,4,1.0
162339,4,1.0
162340,4,1.0
162342,4,1.0
162343,2,0.206
162344,4,1.0
162350,4,1.0
162351,4,1.0
162352,2,0.5
162353,4,1.0
162354,4,1.0
162355,2,0.196
162356,2,0.289
162357,4,1.0
162358,2,0.387
162359,4,1.0
162360,3,0.556
162361,3,0.531
162362,2,0.211
162363,1,0.081
162364,4,1.0
162366,4,1.0
162367,2,0.117
162368,2,0.176
162639,4,1.0
162640,2,0.114
162641,2,0.106
162673,1,0.015
162676,1,0.0
162900,2,0.103
162901,1,0.097
162902,1,0.01
162924,2,0.404
162926,4,0.994
162936,1,0.033
162937,1,0.005
162938,1,0.007
162973,4,1.0
162982,1,0.041
162983,1,0.038
162984,4,0.998
162985,2,0.186
162986,1,0.025
162987,4,0.998
162988,4,0.968
162989,4,1.0
162990,4,0.981
162992,4,0.98
162993,1,0.042
162995,4,1.0
162996,4,1.0
162997,1,0.002
162999,4,1.0
163000,4,1.0
163001,4,1.0
163002,4,1.0
163003,4,1.0
163004,4,1.0
163005,4,1.0
163006,4,1.0
163007,4,0.984
163008,4,1.0
163009,3,0.81
163010,4,1.0
163011,4,1.0
163012,4,1.0
163013,4,1.0
163014,4,1.0
163015,4,1.0
163016,4,1.0
163017,4,1.0
163018,4,1.0
163019,4,1.0
163020,4,1.0
163021,3,0.81
163022,3,0.824
163024,4,1.0
163025,4,1.0
163036,2,0.229
163037,4,1.0
163038,4,1.0
163040,4,1.0
163043,4,0.904
163044,4,1.0
163045,3,0.511
163047,2,0.241
163048,2,0.239
163049,4,1.0
163050,3,0.576
163051,2,0.285
163052,4,1.0
163055,4,1.0
163058,4,1.0
163059,4,1.0
163060,4,1.0
163061,4,1.0
163062,4,1.0
163063,4,1.0
163064,4,1.0
163065,1,0.06
163066,4,0.911
163067,3,0.821
163068,4,1.0
163069,4,1.0
163070,4,1.0
163071,2,0.332
163072,1,0.048
163073,4,0.988
163074,1,0.075
163075,1,0.029
163076,2,0.235
163090,1,0.002
163092,3,0.643
163325,4,1.0
163342,1,0.024
163380,1,0.026
163381,1,0.023
163383,1,0.076
163384,1,0.006
163607,2,0.109
163608,2,0.154
163644,2,0.12
163645,1,0.002
163680,4,0.974
163681,4,1.0
163691,4,1.0
163692,1,0.06
163693,4,0.998
163694,3,0.891
163695,4,0.999
163696,1,0.006
163697,4,1.0
163698,4,1.0
163700,4,1.0
163701,4,0.989
163702,1,0.053
163703,4,1.0
163705,2,0.384
163706,1,0.007
163707,4,1.0
163708,4,1.0
163709,4,1.0
163710,4,1.0
163711,3,0.762
163712,4,1.0
163713,4,1.0
163714,4,0.981
163715,4,1.0
163716,4,1.0
163717,4,0.979
163718,4,1.0
163719,4,1.0
163720,4,0.929
163721,3,0.872
163722,4,1.0
163723,4,1.0
163726,4,1.0
163727,4,1.0
163728,4,1.0
163729,4,1.0
163730,4,1.0
163731,4,1.0
163732,4,1.0
163733,4,1.0
163734,4,1.0
163744,4,0.99
163745,2,0.229
163746,3,0.891
163747,4,1.0
163748,2,0.244
163749,4,1.0
163750,4,1.0
163753,4,1.0
163754,1,0.055
163755,4,1.0
163756,4,1.0
163757,3,0.828
163758,3,0.655
163759,2,0.28
163760,2,0.226
163763,4,0.986
163764,4,1.0
163765,4,1.0
163766,4,1.0
163767,4,1.0
163768,4,1.0
163769,4,1.0
163770,4,1.0
163771,4,1.0
163772,3,0.761
163773,3,0.541
163774,4,1.0
163775,4,1.0
163776,4,1.0
163777,4,1.0
163778,4,1.0
163779,1,0.067
163780,4,1.0
163781,4,1.0
163782,2,0.126
163783,2,0.356
163784,3,0.533
164033,2,0.208
164034,2,0.123
164053,1,0.055
164054,1,0.017
164087,1,0.0
164088,1,0.019
164089,2,0.311
164090,2,0.195
164091,3,0.658
164092,1,0.011
164314,1,0.038
164315,1,0.025
164320,1,0.035
164336,2,0.218
164351,1,0.042
164352,1,0.0
164358,2,0.141
164365,1,0.012
164367,1,0.066
164389,4,1.0
164400,2,0.46
164401,4,0.971
164402,4,1.0
164403,4,0.997
164404,4,0.998
164406,4,1.0
164407,3,0.845
164408,2,0.109
164409,3,0.816
164410,4,1.0
164411,4,1.0
164412,1,0.012
164413,2,0.269
164414,4,1.0
164416,4,0.995
164417,4,0.988
164418,4,1.0
164419,4,1.0
164420,4,0.988
164421,4,0.974
164422,2,0.169
164440,2,0.111
164441,4,1.0
164442,4,1.0
164443,4,1.0
164457,4,1.0
164460,2,0.263
164462,2,0.331
164463,3,0.839
164464,2,0.346
164465,4,0.925
164466,4,1.0
164467,4,0.9
164468,4,1.0
164470,2,0.261
164471,4,1.0
164472,2,0.3
164474,4,1.0
164475,4,1.0
164476,4,1.0
164477,4,1.0
164478,4,1.0
164479,4,1.0
164480,4,1.0
164481,4,1.0
164482,4,1.0
164483,4,1.0
164484,4,1.0
164485,4,1.0
164486,4,1.0
164487,2,0.3
164488,4,1.0
164489,2,0.238
164490,4,1.0
164491,4,1.0
164492,2,0.299
164493,3,0.523
164494,1,0.034
164739,1,0.053
164758,2,0.134
164761,1,0.035
164762,1,0.002
164765,1,0.044
164766,1,0.017
164795,1,0.0
164796,1,0.022
164797,1,0.027
164799,1,0.038
164800,1,0.001
164930,1,0.003
165022,1,0.03
165044,2,0.13
165065,1,0.007
165066,1,0.006
165069,1,0.057
165097,1,0.047
165098,2,0.234
165099,4,0.999
165107,1,0.002
165108,1,0.006
165109,1,0.008
165110,1,0.076
165111,3,0.863
165112,4,0.971
165113,4,1.0
165114,3,0.844
165115,3,0.861
165116,4,0.982
165117,1,0.096
165118,4,1.0
165119,2,0.455
165120,1,0.015
165121,4,1.0
165122,4,1.0
165124,4,0.991
165127,4,0.996
165129,2,0.257
165131,2,0.128
165152,4,1.0
165165,1,0.035
165173,4,1.0
165174,3,0.74
165175,4,0.918
165176,4,1.0
165177,4,0.997
165178,4,1.0
165179,4,0.932
165180,2,0.191
165181,4,1.0
165182,2,0.375
165183,3,0.762
165184,4,1.0
165185,4,1.0
165186,4,1.0
165187,4,1.0
165188,3,0.517
165189,4,1.0
165190,4,1.0
165191,4,1.0
165192,4,1.0
165193,4,1.0
165194,4,1.0
165195,4,1.0
165196,2,0.136
165197,4,1.0
165198,4,1.0
165200,4,1.0
165201,3,0.687
165202,1,0.003
165455,1,0.052
165458,2,0.214
165473,3,0.788
165503,1,0.01
165504,2,0.122
165505,1,0.029
165506,1,0.014
165507,1,0.007
165635,2,0.217
165636,3,0.896
165638,1,0.014
165730,2,0.106
165742,1,0.018
165760,2,0.202
165765,1,0.001
165808,4,0.934
165809,4,0.951
165815,1,0.0
165816,1,0.003
165817,1,0.004
165818,1,0.039
165819,3,0.73
165820,4,0.961
165821,1,0.083
165822,2,0.106
165823,1,0.052
165824,4,0.983
165825,4,1.0
165826,4,1.0
165827,4,0.945
165828,4,1.0
165829,4,1.0
165830,4,1.0
165836,1,0.001
165873,2,0.255
165878,4,1.0
165879,4,0.901
165881,4,1.0
165882,2,0.207
165885,4,1.0
165886,3,0.584
165887,4,1.0
165888,1,0.071
165889,4,1.0
165891,4,1.0
165892,4,1.0
165893,4,1.0
165894,4,0.994
165895,4,1.0
165896,4,1.0
165897,4,1.0
165898,4,1.0
165899,4,1.0
165900,4,1.0
165901,4,1.0
165902,4,1.0
165903,4,1.0
165904,3,0.697
165905,3,0.772
165907,2,0.297
165908,2,0.215
165909,2,0.265
165910,2,0.163
165911,1,0.024
165912,1,0.017
166164,1,0.028
166175,4,0.985
166182,3,0.803
166183,1,0.053
166211,3,0.789
166212,3,0.691
166213,1,0.099
166214,1,0.002
166215,1,0.019
166349,1,0.022
166438,1,0.093
166473,4,1.0
166478,1,0.005
166479,1,0.013
166484,1,0.005
166492,1,0.071
166517,4,1.0
166518,4,1.0
166525,1,0.0
166526,1,0.006
166527,1,0.014
166528,1,0.048
166529,1,0.04
166530,1,0.047
166531,1,0.002
166532,2,0.113
166533,4,1.0
166534,3,0.894
166535,4,0.965
166536,4,1.0
166581,4,0.928
166585,4,1.0
166586,4,1.0
166587,4,1.0
166588,4,1.0
166590,2,0.361
166594,1,0.088
166595,4,1.0
166599,4,1.0
166600,4,1.0
166601,4,1.0
166602,4,1.0
166603,4,1.0
166604,4,1.0
166605,4,1.0
166606,4,1.0
166607,4,1.0
166608,2,0.41
166609,4,1.0
166610,4,1.0
166611,3,0.692
166612,3,0.575
166613,4,1.0
166614,2,0.446
166615,2,0.257
166616,3,0.655
166617,2,0.225
166618,3,0.537
166619,2,0.311
166620,2,0.262
166862,2,0.407
166863,2,0.253
166883,1,0.016
166887,1,0.008
166888,2,0.102
166892,3,0.89
166893,2,0.155
166894,2,0.207
166895,1,0.023
166920,4,0.933
166922,1,0.03
167146,3,0.578
167147,1,0.024
167180,1,0.023
167181,1,0.002
167187,1,0.008
167196,1,0.004
167201,1,0.013
167206,1,0.035
167226,4,1.0
167227,4,0.997
167228,2,0.205
167230,4,0.998
167231,4,1.0
167232,4,0.985
167233,1,0.062
167234,1,0.047
167235,1,0.045
167236,1,0.044
167237,1,0.095
167238,2,0.115
167239,2,0.14
167240,3,0.508
167241,3,0.853
167242,4,0.992
167243,4,0.983
167290,2,0.143
167291,4,1.0
167292,4,1.0
167293,4,1.0
167294,4,1.0
167295,4,1.0
167296,4,1.0
167297,4,1.0
167298,3,0.874
167299,2,0.291
167303,4,1.0
167305,2,0.269
167306,4,1.0
167307,4,1.0
167308,4,1.0
167309,4,1.0
167310,4,1.0
167311,4,1.0
167312,4,1.0
167313,4,1.0
167314,4,1.0
167315,4,1.0
167316,4,1.0
167317,4,1.0
167318,4,1.0
167319,3,0.731
167320,3,0.865
167321,4,1.0
167322,2,0.266
167323,4,1.0
167324,2,0.32
167325,2,0.134
167326,4,0.999
167327,3,0.759
167328,3,0.728
167595,1,0.094
167596,2,0.107
167597,2,0.176
167599,4,1.0
167600,4,0.98
167601,1,0.0
167602,1,0.007
167603,1,0.06
167604,4,0.96
167605,1,0.004
167608,3,0.79
167609,1,0.018
167610,1,0.07
167611,1,0.038
167612,1,0.0
167613,1,0.003
167627,4,1.0
167628,2,0.249
167629,3,0.851
167630,1,0.019
167854,1,0.005
167855,1,0.015
167857,1,0.014
167862,1,0.098
167873,3,0.553
167896,2,0.494
167897,1,0.028
167898,1,0.042
167934,4,1.0
167935,4,1.0
167936,4,1.0
167937,4,1.0
167938,4,1.0
167939,4,1.0
167940,1,0.095
167941,1,0.047
167942,2,0.105
167943,1,0.055
167944,1,0.028
167945,2,0.113
167946,3,0.882
167947,4,0.968
167948,2,0.134
167949,1,0.083
167974,2,0.22
167975,1,0.013
167998,1,0.064
167999,4,1.0
168000,4,1.0
168001,4,1.0
168002,4,1.0
168003,4,1.0
168004,4,1.0
168005,3,0.546
168006,3,0.671
168007,4,1.0
168008,4,0.99
168011,4,1.0
168015,4,1.0
168016,4,1.0
168017,4,1.0
168018,4,1.0
168019,4,1.0
168020,4,1.0
168021,4,1.0
168022,4,1.0
168023,4,1.0
168024,4,1.0
168025,4,1.0
168026,4,1.0
168028,4,1.0
168029,3,0.768
168030,4,1.0
168031,2,0.271
168032,3,0.732
168033,2,0.386
168034,4,1.0
168035,2,0.384
168036,1,0.02
168037,1,0.031
168302,4,0.91
168304,4,0.984
168305,1,0.03
168306,4,1.0
168308,4,1.0
168309,2,0.477
168310,2,0.111
168312,2,0.207
168313,3,0.638
168314,2,0.151
168315,4,0.977
168316,2,0.121
168317,3,0.821
168318,1,0.023
168319,2,0.169
168320,1,0.041
168321,2,0.139
168322,2,0.223
168323,1,0.015
168325,2,0.169
168326,1,0.004
168327,1,0.01
168328,1,0.025
168329,1,0.01
168332,1,0.045
168335,3,0.892
168337,1,0.019
168338,1,0.004
168481,2,0.435
168482,4,1.0
168562,2,0.136
168563,1,0.016
168564,1,0.024
168565,3,0.525
168596,2,0.181
168597,2,0.137
168612,1,0.015
168614,1,0.006
168615,1,0.005
168634,1,0.019
168642,4,0.942
168643,1,0.05
168644,4,0.974
168645,3,0.522
168646,2,0.142
168647,4,1.0
168648,4,0.998
168649,3,0.75
168650,2,0.135
168651,2,0.148
168652,4,0.904
168653,3,0.887
168654,3,0.82
168655,4,0.961
168656,4,0.978
168657,2,0.13
168706,1,0.077
168707,4,1.0
168708,4,1.0
168709,4,1.0
168710,4,1.0
168711,4,1.0
168712,3,0.862
168713,4,1.0
168714,4,1.0
168715,4,1.0
168716,4,1.0
168718,2,0.379
168719,3,0.797
168723,4,1.0
168724,4,1.0
168725,4,1.0
168726,4,1.0
168727,4,1.0
168728,4,1.0
168729,4,1.0
168730,4,1.0
168731,4,1.0
168732,4,1.0
168733,4,1.0
168734,4,1.0
168735,4,1.0
168736,4,1.0
168737,2,0.398
168738,2,0.313
168739,4,1.0
168740,2,0.397
168741,1,0.0
168742,4,0.993
168743,1,0.076
168744,1,0.035
168745,1,0.059
169012,3,0.791
169013,2,0.185
169014,4,0.96
169016,2,0.158
169017,4,0.938
169018,4,0.974
169024,4,0.98
169026,3,0.818
169027,4,0.979
169028,4,1.0
169029,2,0.179
169032,2,0.153
169033,2,0.215
169034,2,0.214
169035,2,0.341
169039,4,0.977
169040,3,0.745
169041,3,0.728
169042,1,0.05
169045,3,0.813
169267,2,0.241
169268,2,0.198
169269,4,1.0
169270,4,0.998
169271,2,0.168
169272,4,0.999
169273,2,0.378
169301,3,0.57
169303,2,0.106
169304,1,0.031
169306,1,0.039
169307,1,0.005
169308,2,0.298
169309,2,0.488
169312,1,0.003
169322,1,0.005
169350,1,0.015
169352,4,0.938
169353,2,0.208
169354,1,0.098
169355,3,0.769
169356,4,1.0
169357,4,1.0
169358,4,1.0
169359,2,0.138
169360,3,0.791
169361,3,0.811
169362,3,0.68
169415,2,0.405
169416,4,1.0
169417,3,0.801
169418,4,1.0
169419,3,0.899
169420,2,0.268
169421,3,0.67
169422,4,1.0
169423,4,1.0
169424,4,1.0
169425,2,0.333
169428,4,1.0
169430,4,1.0
169431,4,1.0
169432,4,1.0
169433,4,1.0
169434,4,1.0
169435,4,1.0
169436,4,1.0
169437,3,0.845
169438,4,1.0
169439,4,1.0
169440,4,1.0
169441,4,1.0
169442,4,1.0
169443,4,1.0
169444,4,1.0
169445,4,1.0
169446,4,1.0
169447,4,1.0
169448,3,0.547
169449,4,0.907
169450,4,0.999
169451,4,0.999
169452,1,0.092
169695,2,0.267
169697,4,0.973
169716,1,0.018
169721,2,0.14
169722,2,0.219
169727,3,0.894
169732,2,0.184
169736,4,0.981
169738,3,0.598
169744,4,0.981
169745,4,0.962
169746,2,0.246
169749,3,0.808
169750,4,0.978
169752,3,0.676
169753,4,0.946
169976,1,0.021
169977,3,0.621
169978,2,0.462
169979,4,1.0
169980,3,0.525
169981,4,1.0
169985,2,0.143
169986,2,0.129
169987,1,0.065
169988,2,0.127
170007,4,0.999
170009,2,0.13
170014,1,0.034
170058,4,1.0
170059,4,0.993
170061,4,1.0
170062,2,0.153
170063,2,0.125
170064,4,1.0
170065,1,0.096
170066,4,1.0
170067,4,1.0
170068,3,0.718
170069,4,0.944
170070,4,1.0
170124,4,1.0
170125,4,1.0
170126,4,1.0
170127,2,0.353
170128,4,1.0
170129,4,1.0
170131,2,0.308
170132,4,1.0
170133,4,1.0
170140,2,0.203
170141,4,1.0
170142,3,0.616
170143,4,1.0
170144,4,1.0
170145,4,1.0
170146,4,1.0
170147,4,1.0
170149,2,0.405
170150,4,1.0
170151,4,1.0
170152,4,1.0
170153,4,1.0
170154,4,1.0
170155,4,1.0
170156,4,1.0
170157,1,0.003
170158,1,0.003
170160,1,0.002
170177,3,0.572
170178,4,1.0
170391,2,0.265
170404,1,0.023
170411,4,0.906
170412,1,0.002
170420,1,0.034
170430,2,0.244
170434,2,0.197
170435,3,0.879
170436,4,0.982
170438,3,0.77
170442,2,0.24
170444,3,0.77
170445,4,1.0
170446,4,1.0
170453,3,0.769
170456,2,0.207
170457,4,0.976
170461,2,0.216
170462,1,0.068
170608,1,0.071
170609,3,0.817
170620,1,0.039
170635,2,0.103
170637,1,0.028
170693,1,0.004
170694,1,0.099
170695,1,0.1
170696,1,0.061
170713,1,0.064
170714,2,0.153
170719,2,0.168
170727,1,0.094
170733,1,0.014
170756,1,0.015
170766,1,0.051
170767,1,0.062
170768,2,0.201
170769,4,1.0
170770,4,1.0
170771,4,1.0
170772,4,0.986
170773,1,0.059
170774,3,0.897
170775,4,1.0
170776,4,1.0
170777,4,1.0
170833,2,0.328
170834,3,0.642
170835,2,0.35
170836,2,0.395
170838,4,0.926
170848,4,1.0
170849,4,1.0
170850,4,1.0
170851,4,1.0
170852,3,0.834
170853,4,1.0
170854,4,1.0
170855,4,1.0
170856,4,1.0
170857,4,1.0
170858,4,1.0
170859,4,0.909
170860,4,1.0
170861,4,1.0
170862,4,1.0
170863,4,1.0
170864,3,0.776
170866,1,0.008
170867,1,0.04
170868,1,0.019
170885,3,0.759
170886,4,1.0
170887,3,0.772
171098,1,0.037
171099,1,0.059
171102,3,0.793
171103,4,0.977
171110,2,0.197
171111,1,0.006
171119,2,0.16
171128,2,0.261
171133,2,0.137
171136,4,0.956
171137,3,0.714
171138,3,0.799
171139,3,0.849
171140,4,0.983
171141,4,1.0
171142,3,0.729
171143,2,0.163
171145,1,0.04
171148,1,0.071
171151,3,0.883
171152,2,0.142
171153,4,1.0
171155,2,0.224
171160,1,0.034
171162,2,0.288
171163,1,0.013
171164,2,0.194
171165,4,0.988
171168,4,0.983
171169,3,0.899
171170,2,0.212
171171,3,0.834
171314,1,0.099
171315,4,1.0
171318,3,0.79
171319,4,1.0
171320,2,0.363
171340,1,0.009
171358,4,1.0
171359,4,1.0
171362,3,0.828
171363,2,0.239
171373,2,0.169
171380,1,0.045
171402,1,0.003
171403,3,0.508
171404,2,0.475
171405,2,0.159
171421,2,0.464
171422,4,0.998
171429,1,0.041
171430,1,0.017
171434,1,0.023
171435,1,0.043
171436,1,0.055
171440,2,0.218
171475,3,0.577
171476,3,0.59
171477,4,0.996
171478,2,0.107
171479,4,1.0
171480,4,0.987
171481,3,0.717
171482,4,0.974
171483,4,1.0
171484,4,1.0
171485,4,1.0
171543,2,0.25
171544,1,0.075
171545,3,0.772
171552,2,0.383
171554,2,0.258
171555,1,0.079
171556,4,1.0
171557,4,1.0
171558,4,1.0
171559,2,0.335
171560,4,0.957
171561,4,1.0
171562,4,1.0
171563,4,1.0
171564,4,1.0
171565,4,1.0
171566,4,1.0
171567,4,1.0
171568,4,1.0
171569,4,1.0
171570,4,0.946
171571,4,0.914
171572,2,0.105
171573,1,0.002
171574,3,0.602
171575,1,0.009
171576,1,0.0
171593,3,0.706
171594,4,1.0
171595,4,0.913
171596,1,0.031
171806,1,0.0
171807,1,0.025
171809,1,0.008
171810,1,0.003
171811,1,0.027
171812,1,0.035
171817,1,0.058
171829,2,0.227
171834,4,0.948
171844,4,0.957
171845,4,0.94
171846,1,0.006
171847,1,0.003
171848,4,0.961
171849,4,1.0
171850,4,1.0
171851,3,0.602
171852,4,0.94
171853,2,0.262
171854,4,0.986
171855,4,0.984
171856,2,0.257
171860,2,0.205
171862,4,0.985
171868,4,0.988
171869,4,0.991
171870,3,0.844
171871,1,0.045
171873,2,0.148
171875,2,0.247
171880,1,0.039
171881,1,0.017
172006,2,0.289
172007,1,0.009
172023,4,1.0
172024,4,1.0
172027,3,0.676
172061,2,0.159
172065,4,1.0
172066,4,0.993
172067,2,0.3
172068,4,1.0
172069,3,0.683
172084,3,0.775
172110,1,0.012
172111,2,0.39
172112,3,0.527
172113,2,0.144
172114,1,0.037
172128,1,0.004
172129,4,0.99
172130,4,0.995
172131,3,0.611
172132,1,0.046
172143,1,0.03
172144,1,0.017
172159,1,0.005
172182,4,1.0
172183,1,0.084
172184,4,1.0
172185,4,0.999
172186,1,0.053
172187,4,1.0
172188,4,0.963
172189,4,0.9
172190,4,0.943
172191,4,1.0
172254,4,1.0
172256,1,0.078
172258,1,0.068
172262,1,0.045
172263,2,0.237
172264,4,1.0
172265,4,1.0
172266,4,1.0
172267,4,1.0
172268,4,1.0
172269,4,1.0
172270,4,1.0
172271,4,1.0
172272,4,1.0
172273,4,1.0
172274,4,1.0
172275,3,0.529
172276,4,1.0
172277,4,1.0
172278,4,1.0
172279,4,1.0
172280,4,1.0
172281,3,0.844
172282,4,1.0
172298,2,0.234
172300,2,0.345
172301,2,0.228
172302,2,0.38
172303,4,1.0
172304,2,0.296
172306,1,0.093
172513,1,0.005
172514,1,0.034
172515,4,0.96
172523,2,0.185
172524,1,0.004
172525,1,0.001
172526,1,0.058
172539,2,0.22
172545,1,0.045
172553,4,1.0
172554,2,0.158
172555,1,0.074
172556,3,0.72
172557,4,0.972
172559,3,0.889
172560,2,0.253
172563,4,0.968
172566,3,0.806
172567,2,0.255
172571,4,0.966
172572,2,0.201
172573,2,0.252
172574,4,0.982
172575,2,0.125
172576,4,0.911
172578,4,1.0
172579,4,0.96
172580,4,0.943
172581,4,0.983
172582,4,0.912
172584,1,0.094
172585,2,0.327
172587,4,0.932
172588,3,0.858
172590,2,0.261
172731,1,0.048
172733,4,1.0
172761,1,0.009
172762,1,0.009
172769,3,0.842
172771,1,0.009
172819,2,0.489
172820,2,0.209
172821,3,0.542
172835,2,0.139
172836,4,1.0
172837,1,0.064
172838,3,0.751
172845,1,0.006
172849,1,0.018
172888,4,1.0
172890,4,1.0
172891,4,1.0
172892,4,0.998
172893,4,0.999
172894,4,1.0
172895,4,1.0
172896,4,1.0
172958,1,0.04
172962,3,0.839
172963,4,1.0
172969,4,1.0
172970,4,1.0
172971,3,0.669
172972,4,1.0
172973,4,1.0
172974,4,1.0
172975,4,1.0
172976,4,1.0
172977,4,1.0
172978,4,1.0
172979,4,1.0
172980,4,1.0
172981,4,1.0
172982,4,1.0
172983,4,1.0
172984,4,1.0
172985,4,1.0
172986,4,1.0
172987,4,1.0
172988,4,1.0
172989,3,0.864
172990,2,0.334
173001,2,0.323
173002,2,0.382
173008,4,1.0
173009,1,0.039
173010,3,0.648
173011,4,1.0
173012,3,0.672
173013,2,0.258
173014,4,1.0
173015,1,0.091
173220,1,0.001
173221,1,0.0
173222,1,0.026
173223,1,0.017
173224,1,0.003
173232,1,0.0
173233,1,0.009
173252,4,0.94
173253,1,0.041
173259,1,0.035
173262,4,0.962
173263,4,0.978
173264,4,0.963
173265,4,0.972
173269,4,0.989
173275,2,0.268
173279,4,0.973
173280,4,0.991
173282,4,1.0
173283,4,0.956
173284,4,1.0
173285,3,0.773
173286,4,1.0
173287,2,0.436
173288,1,0.024
173289,4,0.944
173290,4,0.974
173292,1,0.078
173293,3,0.868
173294,2,0.205
173295,2,0.31
173296,3,0.863
173297,4,0.962
173298,2,0.276
173299,1,0.031
173300,2,0.322
173441,1,0.003
173442,2,0.471
173443,1,0.058
173445,1,0.012
173446,3,0.848
173462,2,0.286
173474,1,0.033
173476,1,0.085
173477,2,0.176
173478,2,0.441
173527,1,0.007
173528,1,0.073
173529,3,0.517
173530,2,0.106
173545,2,0.478
173546,2,0.151
173549,1,0.01
173554,1,0.026
173555,2,0.433
173557,3,0.562
173559,1,0.005
173599,1,0.052
173600,3,0.622
173601,2,0.127
173602,3,0.87
173603,2,0.439
173606,2,0.159
173607,2,0.172
173668,2,0.173
173676,1,0.081
173677,4,0.965
173680,2,0.24
173682,4,1.0
173683,4,1.0
173684,4,1.0
173685,4,1.0
173686,4,1.0
173687,4,1.0
173688,4,1.0
173689,4,1.0
173690,4,1.0
173691,4,1.0
173692,4,1.0
173693,4,1.0
173694,4,1.0
173695,4,1.0
173696,4,1.0
173697,4,1.0
173710,2,0.377
173716,4,1.0
173717,1,0.009
173718,1,0.04
173719,1,0.034
173720,2,0.418
173721,1,0.086
173722,1,0.007
173723,1,0.009
173724,1,0.011
173725,4,0.996
173726,1,0.024
173727,2,0.261
173728,2,0.436
173925,1,0.002
173926,1,0.006
173927,1,0.002
173928,1,0.0
173929,1,0.001
173930,1,0.009
173931,2,0.228
173932,1,0.075
173936,1,0.002
173958,4,0.961
173961,2,0.413
173970,3,0.723
173978,2,0.238
173980,2,0.239
173985,2,0.39
173986,4,1.0
173987,3,0.846
173989,4,0.994
173990,4,1.0
173991,4,1.0
173992,4,1.0
173993,4,1.0
173994,4,0.98
173995,2,0.128
173996,3,0.506
173997,4,0.928
173998,4,1.0
173999,3,0.719
174000,3,0.858
174001,4,0.993
174002,2,0.256
174003,2,0.181
174004,3,0.869
174005,3,0.64
174006,4,1.0
174007,4,1.0
174008,4,0.965
174009,1,0.035
174151,1,0.056
174153,2,0.252
174154,2,0.263
174181,1,0.025
174182,3,0.695
174236,3,0.554
174237,2,0.278
174238,2,0.175
174252,3,0.704
174253,2,0.165
174254,2,0.145
174255,3,0.851
174258,4,0.999
174259,1,0.046
174260,1,0.03
174261,4,0.997
174262,3,0.599
174263,2,0.183
174264,1,0.007
174267,1,0.013
174289,1,0.016
174303,1,0.004
174305,2,0.232
174307,1,0.049
174308,4,0.911
174309,2,0.145
174310,2,0.123
174311,4,0.961
174313,4,0.952
174314,2,0.122
174375,4,1.0
174376,4,0.997
174379,3,0.762
174380,4,1.0
174381,4,1.0
174382,3,0.787
174383,4,1.0
174384,2,0.27
174385,4,1.0
174386,4,1.0
174387,4,1.0
174388,3,0.643
174389,3,0.825
174390,4,1.0
174391,4,1.0
174392,4,1.0
174393,4,1.0
174394,4,1.0
174395,4,1.0
174396,4,1.0
174397,4,1.0
174398,4,1.0
174399,4,1.0
174400,4,1.0
174401,4,1.0
174402,4,1.0
174403,4,1.0
174404,4,1.0
174405,3,0.647
174417,4,1.0
174418,4,1.0
174426,2,0.432
174427,3,0.794
174428,2,0.277
174429,1,0.037
174430,2,0.199
174431,1,0.051
174432,1,0.009
174433,1,0.005
174434,1,0.059
174435,1,0.011
174436,2,0.186
174437,4,1.0
174438,2,0.167
174632,1,0.041
174636,1,0.013
174638,1,0.016
174648,1,0.052
174649,1,0.068
174659,2,0.239
