tileid,class_1000,quantile_1000,class_rybski,quantile_rybski,class_marco,quantile_marco,class_truth,quantile_truth
151000,2,0.127,1,0.061,2,0.237,2,0.376
151001,2,0.293,1,0.05,2,0.341,3,0.545
151004,4,0.912,2,0.161,2,0.187,3,0.797
151005,3,0.7490000000000001,2,0.109,2,0.226,3,0.594
151006,2,0.406,1,0.026000000000000002,2,0.379,2,0.193
151007,3,0.7829999999999999,1,0.026000000000000002,2,0.46299999999999997,4,0.9390000000000001
151008,3,0.574,1,0.026000000000000002,1,0.065,4,0.955
151009,3,0.5589999999999999,2,0.11,2,0.42,4,0.958
151013,1,0.053,1,0.018000000000000002,1,0.055,1,0.071
151041,2,0.163,2,0.111,2,0.18899999999999997,2,0.42
151044,2,0.12,1,0.057999999999999996,2,0.184,2,0.203
151307,1,0.084,1,0.052000000000000005,2,0.215,2,0.172
151309,2,0.114,1,0.057999999999999996,1,0.078,2,0.13
151312,2,0.185,2,0.18899999999999997,2,0.149,3,0.503
151314,2,0.11,1,0.08,2,0.152,2,0.11699999999999999
151316,3,0.584,1,0.054000000000000006,1,0.064,2,0.154
151317,2,0.134,1,0.048,2,0.17300000000000001,2,0.151
151318,2,0.128,1,0.048,2,0.22,2,0.17600000000000002
151319,2,0.13,1,0.06,2,0.166,2,0.19
151320,2,0.105,1,0.055,1,0.07,1,0.085
151322,3,0.7909999999999999,2,0.29100000000000004,4,0.9690000000000001,4,0.971
151323,2,0.134,1,0.071,2,0.244,2,0.23
151353,2,0.23600000000000002,2,0.172,3,0.506,3,0.782
151354,4,0.9420000000000001,2,0.163,3,0.758,4,1.0
151355,2,0.265,2,0.192,2,0.32899999999999996,2,0.326
151368,2,0.155,1,0.092,2,0.187,2,0.21
151369,1,0.02,1,0.027000000000000003,1,0.015,1,0.018000000000000002
151370,2,0.11699999999999999,1,0.073,1,0.086,1,0.085
151374,2,0.25,2,0.14800000000000002,2,0.263,3,0.823
151375,1,0.1,2,0.161,3,0.52,4,0.9470000000000001
151376,2,0.128,1,0.068,2,0.243,2,0.21600000000000003
151377,1,0.068,1,0.052000000000000005,2,0.132,2,0.305
151379,2,0.441,2,0.40299999999999997,2,0.414,3,0.732
151382,2,0.124,1,0.059000000000000004,2,0.185,2,0.105
151476,1,0.017,1,0.021,1,0.012,1,0.025
151477,2,0.185,4,1.0,2,0.11599999999999999,1,0.077
151592,2,0.14,1,0.085,2,0.428,3,0.518
151593,3,0.589,1,0.085,3,0.59,3,0.517
151594,2,0.342,1,0.069,2,0.428,2,0.185
151656,1,0.054000000000000006,1,0.016,1,0.02,1,0.027000000000000003
151657,1,0.092,1,0.052000000000000005,2,0.142,3,0.58
151658,2,0.308,1,0.065,1,0.086,2,0.172
151659,2,0.129,1,0.053,2,0.122,2,0.166
151660,1,0.052000000000000005,1,0.019,1,0.062,1,0.057999999999999996
151661,1,0.048,1,0.023,1,0.081,1,0.071
151662,1,0.040999999999999995,1,0.025,1,0.084,1,0.040999999999999995
151663,1,0.048,1,0.012,1,0.052000000000000005,1,0.033
151664,1,0.07200000000000001,1,0.018000000000000002,1,0.052000000000000005,1,0.078
151665,1,0.017,1,0.01,1,0.053,1,0.049
151666,1,0.04,1,0.017,1,0.037000000000000005,1,0.055999999999999994
151667,1,0.079,1,0.012,1,0.035,1,0.027000000000000003
151668,1,0.015,1,0.009000000000000001,1,0.01,1,0.033
151675,2,0.235,1,0.019,1,0.057999999999999996,1,0.051
151676,1,0.057,1,0.016,1,0.075,1,0.08900000000000001
151699,3,0.502,1,0.018000000000000002,2,0.125,3,0.628
151700,3,0.672,1,0.027000000000000003,2,0.26899999999999996,2,0.26
151706,2,0.444,1,0.046,3,0.535,4,0.966
151707,2,0.168,1,0.04,2,0.18100000000000002,2,0.44
151708,3,0.7490000000000001,1,0.09300000000000001,3,0.608,4,1.0
151709,2,0.359,1,0.055999999999999994,2,0.264,2,0.324
151713,4,0.932,2,0.16699999999999998,3,0.813,4,0.955
151714,4,0.9840000000000001,1,0.048,3,0.618,4,0.919
151715,2,0.34600000000000003,2,0.165,1,0.086,3,0.895
151716,2,0.426,2,0.14400000000000002,2,0.266,3,0.84
151720,1,0.062,1,0.013000000000000001,1,0.064,2,0.139
151721,1,0.017,1,0.013999999999999999,1,0.039,1,0.04
151726,2,0.102,2,0.10099999999999999,2,0.13,2,0.22899999999999998
151727,1,0.094,1,0.047,2,0.135,1,0.079
151728,2,0.223,1,0.042,2,0.12,2,0.191
151750,3,0.813,2,0.121,4,1.0,4,0.997
151752,2,0.29100000000000004,1,0.065,2,0.2,3,0.525
152017,2,0.42100000000000004,1,0.049,2,0.252,2,0.49
152018,1,0.04,1,0.034,1,0.057,1,0.075
152019,2,0.237,1,0.068,1,0.071,2,0.251
152020,2,0.20199999999999999,1,0.057,2,0.182,2,0.17
152021,1,0.09,1,0.067,1,0.07200000000000001,2,0.237
152022,2,0.14300000000000002,1,0.045,2,0.106,2,0.136
152023,3,0.573,1,0.040999999999999995,2,0.161,2,0.245
152024,3,0.506,2,0.314,3,0.65,4,0.971
152072,2,0.132,2,0.13699999999999998,2,0.16,2,0.10099999999999999
152076,2,0.32,2,0.17800000000000002,2,0.21600000000000003,2,0.353
152077,2,0.466,2,0.18,2,0.243,2,0.156
152299,2,0.165,1,0.053,2,0.14400000000000002,2,0.24
152300,2,0.10800000000000001,2,0.10400000000000001,2,0.264,3,0.635
152301,3,0.635,2,0.294,3,0.721,3,0.818
152362,1,0.011000000000000001,1,0.011000000000000001,1,0.044000000000000004,1,0.02
152363,1,0.063,1,0.018000000000000002,1,0.031,1,0.09
152364,1,0.018000000000000002,1,0.009000000000000001,1,0.005,1,0.011000000000000001
152365,1,0.085,1,0.06,2,0.261,3,0.5760000000000001
152368,2,0.326,1,0.024,2,0.166,1,0.08900000000000001
152369,2,0.245,1,0.018000000000000002,1,0.08,1,0.07200000000000001
152370,1,0.055,1,0.024,1,0.084,1,0.08
152371,1,0.045,1,0.021,1,0.048,1,0.067
152372,1,0.038,1,0.015,1,0.036000000000000004,1,0.047
152373,1,0.018000000000000002,1,0.008,1,0.031,1,0.039
152374,1,0.009000000000000001,1,0.013000000000000001,1,0.027999999999999997,1,0.039
152375,1,0.063,1,0.012,1,0.031,1,0.033
152407,2,0.221,1,0.023,1,0.071,2,0.2
152409,1,0.048,1,0.026000000000000002,2,0.114,1,0.07200000000000001
152414,1,0.042,1,0.062,1,0.042,1,0.076
152415,2,0.17,1,0.034,2,0.18,2,0.39299999999999996
152416,4,0.9990000000000001,2,0.17800000000000002,3,0.89,4,0.988
152418,2,0.11699999999999999,2,0.14300000000000002,2,0.22899999999999998,2,0.366
152427,1,0.047,1,0.022000000000000002,1,0.09699999999999999,2,0.198
152428,1,0.031,1,0.006,1,0.01,1,0.017
152434,4,0.943,3,0.716,4,0.997,4,1.0
152436,4,0.9159999999999999,2,0.165,3,0.6859999999999999,4,0.9990000000000001
152437,2,0.19899999999999998,1,0.065,3,0.54,4,0.9990000000000001
152716,2,0.122,1,0.053,1,0.069,1,0.099
152717,2,0.11599999999999999,1,0.073,2,0.109,1,0.07400000000000001
152720,1,0.066,1,0.043,1,0.084,1,0.065
152724,3,0.76,1,0.081,2,0.408,3,0.669
152725,1,0.053,1,0.025,1,0.087,1,0.09
152726,1,0.034,1,0.003,1,0.003,1,0.001
152727,1,0.011000000000000001,1,0.024,1,0.011000000000000001,1,0.019
152728,1,0.033,1,0.022000000000000002,1,0.018000000000000002,1,0.035
152729,2,0.19399999999999998,1,0.038,2,0.10400000000000001,2,0.15
152730,2,0.196,1,0.086,2,0.157,2,0.431
152731,2,0.369,2,0.19899999999999998,2,0.294,3,0.653
152732,2,0.17800000000000002,1,0.063,1,0.084,1,0.069
152779,2,0.364,2,0.3,3,0.706,3,0.687
152783,2,0.449,2,0.156,2,0.49700000000000005,2,0.474
152784,3,0.856,2,0.373,4,0.996,4,0.937
152985,1,0.073,1,0.036000000000000004,1,0.035,2,0.106
153008,2,0.441,1,0.077,2,0.5,3,0.674
153009,4,0.9640000000000001,3,0.855,4,0.997,4,1.0
153070,1,0.003,1,0.003,1,0.0,1,0.003
153071,1,0.028999999999999998,1,0.008,1,0.047,1,0.025
153072,4,1.0,3,0.6,4,1.0,4,1.0
153074,4,1.0,2,0.243,4,1.0,4,1.0
153075,4,1.0,3,0.579,4,1.0,4,1.0
153076,4,0.966,1,0.059000000000000004,2,0.17600000000000002,4,0.958
153077,3,0.657,1,0.036000000000000004,2,0.192,2,0.368
153078,3,0.782,1,0.057999999999999996,2,0.21600000000000003,2,0.196
153079,2,0.489,1,0.017,2,0.155,2,0.264
153080,3,0.562,1,0.019,2,0.12,2,0.19399999999999998
153081,1,0.044000000000000004,1,0.018000000000000002,1,0.032,1,0.046
153083,2,0.21899999999999997,2,0.184,2,0.18600000000000003,2,0.486
153094,2,0.23199999999999998,1,0.017,1,0.08,2,0.317
153115,3,0.63,1,0.036000000000000004,2,0.261,2,0.36700000000000005
153117,4,1.0,2,0.115,2,0.485,4,0.992
153122,2,0.196,2,0.10099999999999999,2,0.204,3,0.507
153123,1,0.091,1,0.026000000000000002,1,0.061,2,0.151
153124,1,0.038,1,0.013000000000000001,1,0.048,2,0.10099999999999999
153125,2,0.442,1,0.07200000000000001,1,0.077,2,0.42100000000000004
153126,1,0.092,1,0.031,1,0.055999999999999994,2,0.19699999999999998
153135,2,0.363,1,0.022000000000000002,1,0.08900000000000001,2,0.466
153136,1,0.035,1,0.013999999999999999,1,0.013000000000000001,1,0.033
153142,2,0.341,1,0.034,2,0.348,3,0.608
153143,4,1.0,2,0.389,4,1.0,4,1.0
153144,4,1.0,4,0.9990000000000001,4,1.0,4,1.0
153145,4,1.0,2,0.149,4,1.0,4,1.0
153146,4,1.0,3,0.563,4,1.0,4,1.0
153321,2,0.109,1,0.081,2,0.22,2,0.22699999999999998
153322,2,0.207,2,0.215,2,0.151,2,0.185
153426,2,0.134,1,0.057,2,0.109,2,0.121
153428,1,0.040999999999999995,1,0.05,1,0.027999999999999997,1,0.057
153429,2,0.401,1,0.054000000000000006,1,0.099,2,0.183
153430,1,0.037000000000000005,1,0.044000000000000004,1,0.094,1,0.075
153431,2,0.138,1,0.047,2,0.17,2,0.19
153432,3,0.7659999999999999,1,0.08900000000000001,2,0.353,3,0.7509999999999999
153433,2,0.41,2,0.299,3,0.7909999999999999,4,0.971
153434,1,0.059000000000000004,1,0.027000000000000003,1,0.016,1,0.024
153435,1,0.043,1,0.062,1,0.06,2,0.11800000000000001
153437,2,0.5,2,0.179,3,0.625,4,0.9059999999999999
153438,3,0.501,2,0.221,3,0.6609999999999999,3,0.7709999999999999
153439,2,0.28,1,0.053,2,0.474,2,0.172
153451,1,0.026000000000000002,1,0.025,1,0.024,1,0.021
153491,3,0.526,2,0.179,3,0.649,3,0.5820000000000001
153693,1,0.077,1,0.025,1,0.046,1,0.039
153707,1,0.027000000000000003,1,0.038,1,0.035,1,0.022000000000000002
153715,2,0.163,2,0.107,3,0.523,2,0.426
153716,2,0.191,1,0.051,2,0.254,2,0.433
153717,4,1.0,3,0.8640000000000001,4,1.0,4,1.0
153778,2,0.314,1,0.049,2,0.32299999999999995,2,0.222
153780,3,0.868,2,0.10099999999999999,4,1.0,3,0.5589999999999999
153781,4,1.0,4,1.0,4,1.0,4,1.0
153782,4,0.9990000000000001,3,0.57,4,1.0,4,1.0
153783,2,0.284,1,0.03,2,0.171,2,0.131
153784,4,0.915,1,0.049,2,0.153,3,0.514
153785,3,0.8340000000000001,1,0.078,2,0.142,3,0.557
153787,2,0.496,1,0.018000000000000002,2,0.17,2,0.205
153788,2,0.23199999999999998,1,0.057999999999999996,2,0.12,2,0.187
153789,1,0.052000000000000005,1,0.03,1,0.069,1,0.047
153791,1,0.057999999999999996,1,0.02,1,0.098,1,0.053
153798,2,0.21100000000000002,1,0.015,2,0.157,2,0.32
153802,2,0.284,1,0.06,2,0.22699999999999998,3,0.534
153803,2,0.10300000000000001,1,0.015,1,0.09,2,0.28
153804,2,0.47200000000000003,1,0.025,2,0.102,2,0.494
153823,2,0.284,1,0.033,2,0.24100000000000002,2,0.294
153824,2,0.115,2,0.10300000000000001,2,0.282,3,0.517
153825,3,0.561,1,0.042,2,0.142,2,0.436
153827,4,0.986,2,0.151,3,0.8759999999999999,3,0.831
153831,1,0.065,1,0.046,1,0.062,2,0.115
153832,2,0.113,1,0.02,1,0.04,2,0.10099999999999999
153833,2,0.23399999999999999,1,0.025,1,0.078,2,0.302
153843,2,0.18600000000000003,1,0.073,1,0.08199999999999999,2,0.20199999999999999
153844,1,0.09,1,0.005,1,0.003,1,0.018000000000000002
153851,3,0.599,1,0.08800000000000001,2,0.479,4,0.9520000000000001
153852,3,0.721,1,0.073,2,0.33899999999999997,3,0.889
153853,2,0.485,1,0.045,3,0.5429999999999999,3,0.713
153854,4,1.0,2,0.14400000000000002,4,1.0,4,1.0
154133,2,0.141,1,0.06,2,0.10099999999999999,2,0.152
154134,1,0.055,1,0.055,1,0.07,2,0.146
154135,2,0.16399999999999998,1,0.048,2,0.17800000000000002,2,0.171
154136,2,0.157,1,0.059000000000000004,2,0.10400000000000001,2,0.262
154137,2,0.113,1,0.069,2,0.147,2,0.28300000000000003
154138,2,0.125,1,0.036000000000000004,2,0.10800000000000001,2,0.17800000000000002
154139,1,0.075,1,0.040999999999999995,2,0.122,2,0.141
154140,2,0.34700000000000003,1,0.085,2,0.252,3,0.515
154141,2,0.366,1,0.078,3,0.6459999999999999,2,0.48200000000000004
154142,2,0.17800000000000002,1,0.052000000000000005,2,0.14800000000000002,2,0.201
154143,2,0.182,1,0.059000000000000004,2,0.22,2,0.127
154144,1,0.091,1,0.044000000000000004,2,0.247,2,0.315
154145,2,0.34,1,0.09300000000000001,2,0.191,2,0.499
154146,2,0.355,1,0.1,2,0.42100000000000004,2,0.31
154189,2,0.126,1,0.068,2,0.23800000000000002,2,0.231
154190,2,0.495,2,0.191,2,0.275,2,0.287
154423,2,0.11,1,0.023,1,0.075,2,0.16399999999999998
154486,2,0.14800000000000002,1,0.057,2,0.451,2,0.47100000000000003
154488,3,0.792,1,0.022000000000000002,2,0.445,3,0.625
154489,4,1.0,4,1.0,4,1.0,4,1.0
154490,4,1.0,3,0.599,4,1.0,4,1.0
154491,4,1.0,2,0.2,3,0.852,4,1.0
154492,4,1.0,1,0.064,2,0.29600000000000004,4,0.9940000000000001
154493,2,0.436,1,0.06,2,0.307,2,0.41100000000000003
154494,2,0.228,1,0.017,2,0.163,2,0.192
154495,2,0.401,1,0.057,2,0.133,2,0.18600000000000003
154496,2,0.249,1,0.015,2,0.158,2,0.155
154497,2,0.419,1,0.061,2,0.129,2,0.10300000000000001
154498,3,0.583,1,0.027999999999999997,2,0.105,2,0.124
154500,1,0.032,1,0.024,1,0.079,1,0.06
154503,3,0.879,2,0.20800000000000002,4,0.985,4,1.0
154504,3,0.887,2,0.18899999999999997,3,0.809,4,1.0
154506,2,0.185,1,0.059000000000000004,2,0.17600000000000002,2,0.33
154507,2,0.213,1,0.022000000000000002,2,0.151,2,0.264
154511,4,0.9390000000000001,1,0.071,2,0.455,4,0.955
154512,2,0.177,1,0.02,2,0.33799999999999997,2,0.10400000000000001
154513,4,1.0,3,0.64,4,1.0,4,1.0
154514,1,0.083,3,0.593,2,0.45799999999999996,2,0.135
154530,2,0.151,1,0.017,1,0.077,2,0.256
154531,2,0.26899999999999996,1,0.022000000000000002,2,0.126,2,0.268
154533,1,0.017,1,0.017,1,0.06,1,0.084
154540,1,0.079,1,0.015,1,0.06,1,0.096
154541,4,0.95,2,0.172,2,0.41600000000000004,3,0.868
154552,1,0.066,1,0.021,1,0.036000000000000004,1,0.062
154553,1,0.008,1,0.006,1,0.004,1,0.012
154560,2,0.131,2,0.11,2,0.125,2,0.429
154561,3,0.563,1,0.037000000000000005,2,0.177,2,0.19
154736,2,0.111,2,0.11800000000000001,2,0.106,2,0.106
154838,1,0.042,1,0.053,1,0.053,1,0.063
154841,2,0.138,1,0.06,1,0.083,2,0.168
154842,1,0.035,1,0.009000000000000001,1,0.016,1,0.023
154843,2,0.418,2,0.106,2,0.488,3,0.848
154845,2,0.14800000000000002,1,0.057999999999999996,2,0.188,3,0.5489999999999999
154846,1,0.043,1,0.038,1,0.048,2,0.11199999999999999
154847,1,0.061,1,0.057,2,0.152,2,0.177
154848,1,0.027000000000000003,1,0.048,1,0.022000000000000002,1,0.040999999999999995
154849,2,0.165,1,0.077,2,0.267,2,0.434
154854,2,0.127,1,0.091,2,0.124,2,0.10800000000000001
154869,1,0.07200000000000001,1,0.040999999999999995,1,0.032,1,0.026000000000000002
154896,2,0.266,1,0.08199999999999999,2,0.289,2,0.278
154897,2,0.235,1,0.061,2,0.14,2,0.275
155190,1,0.09,1,0.013999999999999999,2,0.11599999999999999,2,0.16399999999999998
155191,1,0.064,1,0.02,1,0.043,2,0.12300000000000001
155194,3,0.546,1,0.021,2,0.20600000000000002,2,0.29600000000000004
155195,4,0.995,2,0.17600000000000002,3,0.615,4,0.996
155197,4,1.0,4,1.0,4,1.0,4,1.0
155198,3,0.7120000000000001,1,0.049,2,0.218,2,0.10800000000000001
155199,1,0.099,1,0.057,2,0.19399999999999998,2,0.292
155200,1,0.073,1,0.019,1,0.057,1,0.09
155201,2,0.439,1,0.055999999999999994,2,0.121,2,0.17300000000000001
155202,2,0.19899999999999998,1,0.008,1,0.052000000000000005,1,0.084
155203,2,0.111,1,0.057999999999999996,2,0.212,2,0.254
155204,2,0.316,1,0.011000000000000001,1,0.064,1,0.047
155205,2,0.145,1,0.057999999999999996,2,0.159,2,0.22899999999999998
155206,1,0.09699999999999999,1,0.01,1,0.08,1,0.075
155207,1,0.054000000000000006,1,0.02,2,0.168,2,0.11199999999999999
155208,1,0.046,1,0.028999999999999998,1,0.057,1,0.084
155210,2,0.172,1,0.073,2,0.165,2,0.284
155211,2,0.207,1,0.009000000000000001,2,0.10400000000000001,2,0.245
155212,2,0.102,1,0.006999999999999999,1,0.063,2,0.161
155215,2,0.187,1,0.021,2,0.17600000000000002,2,0.14
155219,2,0.223,1,0.02,2,0.196,2,0.171
155220,2,0.209,1,0.023,2,0.358,2,0.39799999999999996
155221,4,1.0,1,0.08800000000000001,4,1.0,4,1.0
155222,4,1.0,3,0.615,4,1.0,4,1.0
155238,4,0.991,1,0.02,3,0.5720000000000001,3,0.679
155239,2,0.251,1,0.018000000000000002,2,0.187,2,0.478
155240,2,0.435,1,0.021,2,0.156,3,0.672
155241,1,0.039,1,0.023,1,0.087,2,0.10099999999999999
155242,1,0.09,1,0.013000000000000001,2,0.121,2,0.141
155243,4,0.995,2,0.484,3,0.638,4,1.0
155259,2,0.282,2,0.114,2,0.221,3,0.591
155260,1,0.013999999999999999,1,0.004,1,0.027999999999999997,1,0.016
155261,1,0.023,1,0.004,1,0.008,1,0.016
155262,1,0.026000000000000002,1,0.02,1,0.023,1,0.04
155263,1,0.02,1,0.018000000000000002,1,0.021,1,0.017
155268,2,0.43700000000000006,1,0.046,2,0.307,4,0.992
155269,2,0.474,1,0.067,3,0.6679999999999999,4,0.995
155440,1,0.026000000000000002,1,0.018000000000000002,1,0.038,1,0.038
155441,1,0.011000000000000001,1,0.023,1,0.02,1,0.01
155547,1,0.068,1,0.051,1,0.066,1,0.06
155553,1,0.07200000000000001,1,0.053,1,0.047,1,0.053
155555,3,0.755,1,0.083,3,0.522,3,0.635
155559,3,0.759,1,0.077,2,0.39799999999999996,4,0.95
155560,2,0.34700000000000003,1,0.071,2,0.373,2,0.41700000000000004
155561,2,0.263,1,0.073,2,0.187,2,0.263
155577,2,0.16399999999999998,1,0.09699999999999999,2,0.122,2,0.128
155583,1,0.031,1,0.053,1,0.031,1,0.03
155601,3,0.645,2,0.386,2,0.431,2,0.42100000000000004
155835,1,0.033,2,0.102,1,0.08800000000000001,1,0.04
155836,2,0.26899999999999996,2,0.44799999999999995,2,0.308,2,0.2
155837,2,0.102,1,0.044000000000000004,1,0.079,1,0.095
155897,2,0.10400000000000001,1,0.008,1,0.037000000000000005,1,0.07200000000000001
155898,1,0.078,1,0.011000000000000001,1,0.031,1,0.062
155899,1,0.075,1,0.012,1,0.02,1,0.094
155900,2,0.22,1,0.068,2,0.198,3,0.531
155902,1,0.01,1,0.002,1,0.008,1,0.011000000000000001
155903,4,0.9279999999999999,1,0.039,3,0.868,4,1.0
155904,2,0.32799999999999996,1,0.069,3,0.516,4,0.986
155905,2,0.474,1,0.065,2,0.316,2,0.384
155906,2,0.184,1,0.062,2,0.301,2,0.20600000000000002
155907,2,0.11900000000000001,1,0.023,1,0.055999999999999994,1,0.078
155908,1,0.066,1,0.022000000000000002,1,0.024,1,0.044000000000000004
155909,3,0.504,1,0.054000000000000006,2,0.133,2,0.314
155910,2,0.429,1,0.051,2,0.14400000000000002,2,0.375
155911,2,0.14800000000000002,1,0.019,2,0.106,2,0.122
155912,2,0.138,1,0.063,2,0.106,2,0.195
155913,2,0.11699999999999999,1,0.02,2,0.128,2,0.14300000000000002
155914,1,0.079,1,0.018000000000000002,2,0.10099999999999999,2,0.11699999999999999
155915,1,0.038,1,0.015,1,0.048,1,0.033
155916,2,0.133,1,0.024,2,0.166,2,0.147
155917,1,0.036000000000000004,1,0.023,1,0.094,1,0.087
155918,2,0.253,1,0.017,1,0.075,2,0.107
155919,2,0.126,1,0.012,1,0.046,1,0.03
155920,1,0.069,1,0.005,1,0.040999999999999995,1,0.026000000000000002
155921,2,0.3,1,0.049,2,0.136,2,0.42
155922,2,0.499,1,0.054000000000000006,3,0.507,4,0.9940000000000001
155924,2,0.129,1,0.024,2,0.315,2,0.395
155930,4,1.0,2,0.109,3,0.8290000000000001,4,1.0
155946,2,0.278,1,0.044000000000000004,2,0.188,2,0.264
155947,2,0.435,1,0.042,2,0.132,1,0.086
155948,2,0.28,1,0.02,2,0.13,2,0.155
155949,4,0.986,2,0.127,2,0.451,3,0.8290000000000001
155962,1,0.051,1,0.028999999999999998,1,0.027999999999999997,1,0.037000000000000005
155967,2,0.11199999999999999,1,0.037000000000000005,1,0.08199999999999999,2,0.428
155968,1,0.012,1,0.01,1,0.045,1,0.031
155969,1,0.034,1,0.003,1,0.035,1,0.094
155970,2,0.2,1,0.049,2,0.17600000000000002,2,0.166
155975,2,0.14300000000000002,1,0.032,1,0.062,1,0.055999999999999994
155976,2,0.249,1,0.028999999999999998,2,0.10800000000000001,2,0.446
155977,3,0.753,1,0.018000000000000002,2,0.158,2,0.205
155978,2,0.26899999999999996,1,0.027000000000000003,1,0.051,2,0.18899999999999997
156254,1,0.053,1,0.065,2,0.106,2,0.11
156260,1,0.046,1,0.046,2,0.11900000000000001,1,0.075
156267,2,0.386,1,0.077,3,0.825,3,0.565
156307,3,0.547,2,0.212,3,0.518,3,0.611
156543,2,0.151,2,0.40399999999999997,2,0.321,2,0.10800000000000001
156544,4,1.0,4,1.0,4,1.0,4,1.0
156604,2,0.151,1,0.095,1,0.096,2,0.298
156605,1,0.078,1,0.013999999999999999,1,0.046,1,0.03
156606,1,0.07400000000000001,1,0.002,1,0.04,1,0.025
156607,1,0.047,1,0.013000000000000001,1,0.027000000000000003,1,0.066
156608,1,0.068,1,0.013000000000000001,1,0.032,2,0.10099999999999999
156609,1,0.031,1,0.011000000000000001,1,0.048,1,0.032
156610,1,0.053,1,0.004,1,0.07,1,0.065
156611,3,0.525,1,0.024,2,0.319,4,0.9790000000000001
156612,4,0.9990000000000001,2,0.20199999999999999,4,0.9390000000000001,4,1.0
156613,2,0.395,1,0.046,2,0.11900000000000001,2,0.36200000000000004
156616,2,0.105,1,0.042,2,0.145,2,0.166
156617,3,0.805,1,0.05,2,0.139,2,0.276
156620,4,0.998,1,0.064,2,0.462,4,0.987
156621,2,0.355,1,0.066,2,0.255,4,0.9129999999999999
156622,2,0.304,1,0.055,2,0.368,4,0.976
156624,2,0.342,1,0.049,1,0.085,4,0.922
156625,1,0.024,1,0.023,1,0.059000000000000004,1,0.086
156627,3,0.7609999999999999,1,0.054000000000000006,2,0.429,3,0.809
156628,3,0.581,1,0.045,2,0.237,3,0.518
156629,2,0.122,1,0.011000000000000001,1,0.096,2,0.168
156630,2,0.111,1,0.016,1,0.055999999999999994,2,0.311
156631,3,0.5820000000000001,1,0.021,3,0.76,2,0.298
156632,1,0.053,1,0.018000000000000002,1,0.085,2,0.141
156633,3,0.5489999999999999,1,0.068,2,0.45899999999999996,4,0.987
156635,1,0.066,1,0.02,1,0.1,2,0.10300000000000001
156636,3,0.625,1,0.053,2,0.36200000000000004,3,0.821
156638,2,0.221,1,0.08,4,0.995,4,0.9129999999999999
156639,1,0.095,1,0.016,1,0.047,2,0.27899999999999997
156640,2,0.193,1,0.031,1,0.08,2,0.40299999999999997
156641,4,1.0,3,0.597,4,1.0,4,1.0
156645,1,0.1,1,0.016,1,0.043,1,0.085
156648,4,1.0,3,0.784,4,1.0,4,1.0
156654,2,0.28300000000000003,1,0.036000000000000004,2,0.22699999999999998,2,0.321
156655,1,0.022000000000000002,1,0.026000000000000002,1,0.054000000000000006,2,0.11800000000000001
156656,2,0.271,1,0.019,1,0.061,2,0.18100000000000002
156657,1,0.055999999999999994,1,0.036000000000000004,2,0.191,2,0.12
156665,2,0.46799999999999997,1,0.064,3,0.604,2,0.449
156666,3,0.688,2,0.16899999999999998,3,0.884,2,0.466
156674,3,0.8109999999999999,2,0.128,2,0.433,3,0.56
156675,4,1.0,2,0.496,4,1.0,4,1.0
156676,3,0.8590000000000001,1,0.08900000000000001,4,0.998,3,0.865
156678,2,0.192,1,0.079,2,0.231,2,0.179
156680,4,0.903,2,0.21,4,0.9179999999999999,3,0.693
156681,3,0.8690000000000001,2,0.158,3,0.648,4,0.973
156682,3,0.682,1,0.065,4,0.996,2,0.42200000000000004
156683,3,0.657,1,0.076,2,0.465,4,0.956
156684,4,0.9990000000000001,1,0.078,4,0.907,4,1.0
156685,4,1.0,1,0.053,4,0.987,4,1.0
156686,4,0.961,1,0.015,2,0.191,2,0.396
156687,3,0.858,1,0.031,2,0.198,4,0.934
156688,2,0.377,1,0.064,2,0.33,2,0.301
156689,2,0.31,1,0.1,2,0.35600000000000004,3,0.599
156690,2,0.20600000000000002,1,0.059000000000000004,2,0.222,2,0.366
156968,2,0.131,1,0.053,2,0.109,2,0.275
156970,3,0.508,1,0.08199999999999999,3,0.722,2,0.21
156971,1,0.079,1,0.04,1,0.063,1,0.079
156977,1,0.025,1,0.042,1,0.038,1,0.024
157012,2,0.153,1,0.081,2,0.223,2,0.29100000000000004
157013,2,0.142,1,0.08900000000000001,2,0.259,2,0.282
157291,2,0.185,1,0.09,2,0.201,2,0.215
157312,1,0.062,1,0.024,1,0.040999999999999995,1,0.059000000000000004
157313,3,0.556,1,0.055,2,0.153,2,0.157
157314,2,0.5,1,0.013000000000000001,1,0.078,1,0.051
157315,2,0.23199999999999998,1,0.023,1,0.098,1,0.099
157316,1,0.012,1,0.01,1,0.037000000000000005,1,0.047
157318,3,0.503,1,0.012,1,0.085,2,0.249
157319,4,0.96,1,0.019,2,0.295,1,0.067
157320,4,1.0,2,0.11900000000000001,4,1.0,4,1.0
157322,4,1.0,3,0.805,4,1.0,4,1.0
157323,4,0.998,2,0.226,3,0.525,4,1.0
157324,2,0.35100000000000003,1,0.048,2,0.17600000000000002,3,0.76
157325,2,0.354,1,0.066,2,0.268,3,0.7759999999999999
157326,2,0.409,1,0.071,2,0.14400000000000002,2,0.436
157327,1,0.043,1,0.02,1,0.035,1,0.059000000000000004
157330,1,0.08199999999999999,1,0.071,2,0.125,2,0.106
157331,4,1.0,1,0.05,3,0.539,4,1.0
157332,3,0.885,1,0.054000000000000006,3,0.5329999999999999,4,0.9420000000000001
