tileid,class_1000,quantile_1000,class_rybski,quantile_rybski,class_marco,quantile_marco,class_truth,quantile_truth
86422,2,0.19699999999999998,2,0.166,2,0.27899999999999997,3,0.5589999999999999
86426,1,0.053,1,0.039,1,0.061,1,0.053
86427,3,0.54,3,0.514,3,0.687,2,0.33799999999999997
86432,2,0.138,1,0.095,2,0.24600000000000002,2,0.195
86433,2,0.272,2,0.17300000000000001,2,0.262,2,0.188
86676,2,0.138,2,0.102,2,0.147,1,0.08900000000000001
86678,2,0.166,1,0.099,2,0.195,2,0.152
86679,2,0.113,1,0.09300000000000001,2,0.177,2,0.163
86949,2,0.161,1,0.08800000000000001,2,0.161,2,0.235
86962,1,0.043,1,0.042,1,0.054000000000000006,1,0.069
86963,1,0.096,1,0.096,1,0.084,1,0.07200000000000001
86969,2,0.151,2,0.204,2,0.153,2,0.22899999999999998
86974,2,0.433,2,0.24,2,0.36700000000000005,2,0.42
86975,2,0.424,2,0.223,2,0.23,2,0.223
86977,4,1.0,4,0.998,4,1.0,4,1.0
86978,4,1.0,3,0.8109999999999999,4,1.0,4,1.0
86981,3,0.527,2,0.261,2,0.386,3,0.5820000000000001
86983,1,0.038,1,0.044000000000000004,1,0.062,2,0.105
87127,2,0.201,2,0.135,2,0.313,2,0.257
87386,2,0.168,2,0.11800000000000001,2,0.11699999999999999,2,0.11
87387,1,0.03,1,0.025,1,0.024,1,0.033
87658,1,0.051,1,0.047,1,0.07,1,0.055
87668,2,0.158,2,0.107,2,0.138,2,0.136
87690,2,0.245,2,0.138,3,0.581,2,0.49
87691,2,0.228,2,0.131,2,0.23199999999999998,2,0.265
