tileid,class,quantile
148831,1,0.032
148833,1,0.022
148836,1,0.02
148837,1,0.012
148838,2,0.101
148839,2,0.12
148872,1,0.057
148875,2,0.178
148876,2,0.196
148877,2,0.174
148878,3,0.842
148879,3,0.507
148880,3,0.751
148881,2,0.164
148882,2,0.207
148883,2,0.3
148884,2,0.368
148885,2,0.151
148886,2,0.261
148892,2,0.132
148893,1,0.053
148917,2,0.15
148918,2,0.117
149185,2,0.143
149188,2,0.402
149191,1,0.044
149198,1,0.064
149199,2,0.147
149470,1,0.079
149533,1,0.066
149534,4,0.998
149535,3,0.766
149536,2,0.304
149538,1,0.031
149540,1,0.057
149541,1,0.019
149542,1,0.034
149544,1,0.025
149545,1,0.015
149546,1,0.033
149547,2,0.105
149548,1,0.051
149549,1,0.035
149574,2,0.116
149575,2,0.184
149576,2,0.312
149577,1,0.017
149580,2,0.162
149582,1,0.077
149583,2,0.185
149584,2,0.144
149585,2,0.141
149587,2,0.153
149588,3,0.746
149589,2,0.153
149590,2,0.165
149591,2,0.164
149592,2,0.153
149593,1,0.079
149594,2,0.139
149599,2,0.164
149625,2,0.181
149627,2,0.174
149628,1,0.08
149899,1,0.023
149907,4,0.997
149908,4,0.998
150178,2,0.144
150181,2,0.125
150201,2,0.477
150239,4,1.0
150240,4,1.0
150241,2,0.167
150242,4,0.97
150244,4,0.979
150245,2,0.127
150246,1,0.063
150247,1,0.019
150248,1,0.047
150249,2,0.113
150250,2,0.226
150251,1,0.012
150252,1,0.018
150253,1,0.075
150256,1,0.047
150257,1,0.016
150283,4,1.0
150284,4,0.999
150285,4,0.992
150286,4,1.0
150291,2,0.126
150292,1,0.097
150293,3,0.535
150296,3,0.533
150297,2,0.216
150298,2,0.273
150299,4,0.999
150300,2,0.46
150301,4,1.0
150302,2,0.332
150306,1,0.059
150333,2,0.302
150336,2,0.149
150596,2,0.124
150611,2,0.138
150614,2,0.35
150615,3,0.887
150646,2,0.13
150647,1,0.052
150667,1,0.03
150668,1,0.073
150885,2,0.298
150889,3,0.571
150947,4,1.0
150948,4,0.934
150949,2,0.482
150950,4,1.0
150951,4,1.0
150952,4,1.0
150953,2,0.12
150954,1,0.046
150955,1,0.039
150956,1,0.045
150957,1,0.062
150958,2,0.307
150959,1,0.016
150960,2,0.162
150962,1,0.023
150966,2,0.245
150967,1,0.021
150991,4,1.0
150992,4,1.0
150994,3,0.762
150999,1,0.094
151000,2,0.127
151001,2,0.293
151004,4,0.912
151005,3,0.749
151006,2,0.406
151007,3,0.783
151008,3,0.574
151009,3,0.559
151013,1,0.053
151041,2,0.163
151044,2,0.12
151307,1,0.084
151309,2,0.114
151312,2,0.185
151314,2,0.11
151316,3,0.584
151317,2,0.134
151318,2,0.128
151319,2,0.13
151320,2,0.105
151322,3,0.791
151323,2,0.134
151353,2,0.236
151354,4,0.942
151355,2,0.265
151368,2,0.155
151369,1,0.02
151370,2,0.117
151374,2,0.25
151375,1,0.1
151376,2,0.128
151377,1,0.068
151379,2,0.441
151382,2,0.124
151476,1,0.017
151477,2,0.185
151592,2,0.14
151593,3,0.589
151594,2,0.342
151656,1,0.054
151657,1,0.092
151658,2,0.308
151659,2,0.129
151660,1,0.052
151661,1,0.048
151662,1,0.041
151663,1,0.048
151664,1,0.072
151665,1,0.017
151666,1,0.04
151667,1,0.079
151668,1,0.015
151675,2,0.235
151676,1,0.057
151699,3,0.502
151700,3,0.672
151706,2,0.444
151707,2,0.168
151708,3,0.749
151709,2,0.359
151713,4,0.932
151714,4,0.984
151715,2,0.346
151716,2,0.426
151720,1,0.062
151721,1,0.017
151726,2,0.102
151727,1,0.094
151728,2,0.223
151750,3,0.813
151752,2,0.291
152017,2,0.421
152018,1,0.04
152019,2,0.237
152020,2,0.202
152021,1,0.09
152022,2,0.143
152023,3,0.573
152024,3,0.506
152072,2,0.132
152076,2,0.32
152077,2,0.466
152299,2,0.165
152300,2,0.108
152301,3,0.635
152362,1,0.011
152363,1,0.063
152364,1,0.018
152365,1,0.085
152368,2,0.326
152369,2,0.245
152370,1,0.055
152371,1,0.045
152372,1,0.038
152373,1,0.018
152374,1,0.009
152375,1,0.063
152407,2,0.221
152409,1,0.048
152414,1,0.042
152415,2,0.17
152416,4,0.999
152418,2,0.117
152427,1,0.047
152428,1,0.031
152434,4,0.943
152436,4,0.916
152437,2,0.199
152716,2,0.122
152717,2,0.116
152720,1,0.066
152724,3,0.76
152725,1,0.053
152726,1,0.034
152727,1,0.011
152728,1,0.033
152729,2,0.194
152730,2,0.196
152731,2,0.369
152732,2,0.178
152779,2,0.364
152783,2,0.449
152784,3,0.856
152985,1,0.073
153008,2,0.441
153009,4,0.964
153070,1,0.003
153071,1,0.029
153072,4,1.0
153074,4,1.0
153075,4,1.0
153076,4,0.966
153077,3,0.657
153078,3,0.782
153079,2,0.489
153080,3,0.562
153081,1,0.044
153083,2,0.219
153094,2,0.232
153115,3,0.63
153117,4,1.0
153122,2,0.196
153123,1,0.091
153124,1,0.038
153125,2,0.442
153126,1,0.092
153135,2,0.363
153136,1,0.035
153142,2,0.341
153143,4,1.0
153144,4,1.0
153145,4,1.0
153146,4,1.0
153321,2,0.109
153322,2,0.207
153426,2,0.134
153428,1,0.041
153429,2,0.401
153430,1,0.037
153431,2,0.138
153432,3,0.766
153433,2,0.41
153434,1,0.059
153435,1,0.043
153437,2,0.5
153438,3,0.501
153439,2,0.28
153451,1,0.026
153491,3,0.526
153693,1,0.077
153707,1,0.027
153715,2,0.163
153716,2,0.191
153717,4,1.0
153778,2,0.314
153780,3,0.868
153781,4,1.0
153782,4,0.999
153783,2,0.284
153784,4,0.915
153785,3,0.834
153787,2,0.496
153788,2,0.232
153789,1,0.052
153791,1,0.058
153798,2,0.211
153802,2,0.284
153803,2,0.103
153804,2,0.472
153823,2,0.284
153824,2,0.115
153825,3,0.561
153827,4,0.986
153831,1,0.065
153832,2,0.113
153833,2,0.234
153843,2,0.186
153844,1,0.09
153851,3,0.599
153852,3,0.721
153853,2,0.485
153854,4,1.0
154133,2,0.141
154134,1,0.055
154135,2,0.164
154136,2,0.157
154137,2,0.113
154138,2,0.125
154139,1,0.075
154140,2,0.347
154141,2,0.366
154142,2,0.178
154143,2,0.182
154144,1,0.091
154145,2,0.34
154146,2,0.355
154189,2,0.126
154190,2,0.495
154423,2,0.11
154486,2,0.148
154488,3,0.792
154489,4,1.0
154490,4,1.0
154491,4,1.0
154492,4,1.0
154493,2,0.436
154494,2,0.228
154495,2,0.401
154496,2,0.249
154497,2,0.419
154498,3,0.583
154500,1,0.032
154503,3,0.879
154504,3,0.887
154506,2,0.185
154507,2,0.213
154511,4,0.939
154512,2,0.177
154513,4,1.0
154514,1,0.083
154530,2,0.151
154531,2,0.269
154533,1,0.017
154540,1,0.079
154541,4,0.95
154552,1,0.066
154553,1,0.008
154560,2,0.131
154561,3,0.563
154736,2,0.111
154838,1,0.042
154841,2,0.138
154842,1,0.035
154843,2,0.418
154845,2,0.148
154846,1,0.043
154847,1,0.061
154848,1,0.027
154849,2,0.165
154854,2,0.127
154869,1,0.072
154896,2,0.266
154897,2,0.235
155190,1,0.09
155191,1,0.064
155194,3,0.546
155195,4,0.995
155197,4,1.0
155198,3,0.712
155199,1,0.099
155200,1,0.073
155201,2,0.439
155202,2,0.199
155203,2,0.111
155204,2,0.316
155205,2,0.145
155206,1,0.097
155207,1,0.054
155208,1,0.046
155210,2,0.172
155211,2,0.207
155212,2,0.102
155215,2,0.187
155219,2,0.223
155220,2,0.209
155221,4,1.0
155222,4,1.0
155238,4,0.991
155239,2,0.251
155240,2,0.435
155241,1,0.039
155242,1,0.09
155243,4,0.995
155259,2,0.282
155260,1,0.014
155261,1,0.023
155262,1,0.026
155263,1,0.02
155268,2,0.437
155269,2,0.474
155440,1,0.026
155441,1,0.011
155547,1,0.068
155553,1,0.072
155555,3,0.755
155559,3,0.759
155560,2,0.347
155561,2,0.263
155577,2,0.164
155583,1,0.031
155601,3,0.645
155835,1,0.033
155836,2,0.269
155837,2,0.102
155897,2,0.104
155898,1,0.078
155899,1,0.075
155900,2,0.22
155902,1,0.01
155903,4,0.928
155904,2,0.328
155905,2,0.474
155906,2,0.184
155907,2,0.119
155908,1,0.066
155909,3,0.504
155910,2,0.429
155911,2,0.148
155912,2,0.138
155913,2,0.117
155914,1,0.079
155915,1,0.038
155916,2,0.133
155917,1,0.036
155918,2,0.253
155919,2,0.126
155920,1,0.069
155921,2,0.3
155922,2,0.499
155924,2,0.129
155930,4,1.0
155946,2,0.278
155947,2,0.435
155948,2,0.28
155949,4,0.986
155962,1,0.051
155967,2,0.112
155968,1,0.012
155969,1,0.034
155970,2,0.2
155975,2,0.143
155976,2,0.249
155977,3,0.753
155978,2,0.269
156254,1,0.053
156260,1,0.046
156267,2,0.386
156307,3,0.547
156543,2,0.151
156544,4,1.0
156604,2,0.151
156605,1,0.078
156606,1,0.074
156607,1,0.047
156608,1,0.068
156609,1,0.031
156610,1,0.053
156611,3,0.525
156612,4,0.999
156613,2,0.395
156616,2,0.105
156617,3,0.805
156620,4,0.998
156621,2,0.355
156622,2,0.304
156624,2,0.342
156625,1,0.024
156627,3,0.761
156628,3,0.581
156629,2,0.122
156630,2,0.111
156631,3,0.582
156632,1,0.053
156633,3,0.549
156635,1,0.066
156636,3,0.625
156638,2,0.221
156639,1,0.095
156640,2,0.193
156641,4,1.0
156645,1,0.1
156648,4,1.0
156654,2,0.283
156655,1,0.022
156656,2,0.271
156657,1,0.056
156665,2,0.468
156666,3,0.688
156674,3,0.811
156675,4,1.0
156676,3,0.859
156678,2,0.192
156680,4,0.903
156681,3,0.869
156682,3,0.682
156683,3,0.657
156684,4,0.999
156685,4,1.0
156686,4,0.961
156687,3,0.858
156688,2,0.377
156689,2,0.31
156690,2,0.206
156968,2,0.131
156970,3,0.508
156971,1,0.079
156977,1,0.025
157012,2,0.153
157013,2,0.142
157291,2,0.185
157312,1,0.062
157313,3,0.556
157314,2,0.5
157315,2,0.232
157316,1,0.012
157318,3,0.503
157319,4,0.96
157320,4,1.0
157322,4,1.0
157323,4,0.998
157324,2,0.351
157325,2,0.354
157326,2,0.409
157327,1,0.043
157330,1,0.082
157331,4,1.0
157332,3,0.885
157336,3,0.539
157337,1,0.062
157338,1,0.04
157341,4,1.0
157342,4,0.989
157343,2,0.268
157346,4,0.993
157347,3,0.549
157348,4,1.0
157349,4,1.0
157350,4,1.0
157351,4,1.0
157352,4,1.0
157353,4,1.0
157356,4,1.0
157362,2,0.312
157363,2,0.176
157364,3,0.54
157365,3,0.607
157369,4,1.0
157386,4,0.914
157387,2,0.496
157388,4,0.923
157389,4,1.0
157390,4,0.959
157391,4,0.993
157392,3,0.848
157393,4,0.96
157394,4,1.0
157395,3,0.809
157396,4,1.0
157397,4,0.998
157398,2,0.142
157399,1,0.03
157400,1,0.065
157401,1,0.051
157413,1,0.082
157414,4,0.998
157675,1,0.1
157676,2,0.194
157715,3,0.571
157716,2,0.498
157717,4,0.994
157718,3,0.569
157994,4,1.0
157995,2,0.124
157996,1,0.077
158020,1,0.072
158022,2,0.479
158023,1,0.093
158024,2,0.125
158025,2,0.162
158026,2,0.163
158027,3,0.842
158028,4,1.0
158029,4,1.0
158031,2,0.22
158032,2,0.26
158033,2,0.359
158034,3,0.717
158035,1,0.049
158036,1,0.033
158037,3,0.598
158039,4,0.949
158052,4,0.999
158053,3,0.576
158054,4,0.997
158055,2,0.371
158056,3,0.562
158057,3,0.799
158058,4,1.0
158059,4,1.0
158060,4,1.0
158061,4,1.0
158063,4,1.0
158064,4,1.0
158071,2,0.458
158072,2,0.292
158076,3,0.614
158077,3,0.842
158082,4,0.997
158095,3,0.833
158096,3,0.599
158097,3,0.769
158098,4,0.933
158099,2,0.447
158100,3,0.743
158101,3,0.696
158102,4,0.94
158103,3,0.792
158104,2,0.153
158105,2,0.28
158106,2,0.105
158107,1,0.015
158108,1,0.003
158109,1,0.01
158110,1,0.095
158111,2,0.18
158112,3,0.595
158113,2,0.106
158121,2,0.198
158122,3,0.512
158123,3,0.836
158376,1,0.035
158383,2,0.126
158424,1,0.04
158703,2,0.188
158704,2,0.244
158705,2,0.184
158727,1,0.077
158728,1,0.071
158729,1,0.028
158732,1,0.076
158733,1,0.092
158734,1,0.036
158735,3,0.832
158736,4,1.0
158739,2,0.359
158740,3,0.818
158741,1,0.077
158742,2,0.272
158743,1,0.059
158748,2,0.236
158752,1,0.089
158753,1,0.044
158759,1,0.024
158761,4,1.0
158762,3,0.875
158763,2,0.162
158764,1,0.072
158765,1,0.05
158766,3,0.884
158767,4,1.0
158768,4,1.0
158769,4,1.0
158770,4,1.0
158771,4,1.0
158772,4,1.0
158776,1,0.047
158777,4,1.0
158779,1,0.041
158795,2,0.116
158797,2,0.476
158801,4,1.0
158802,3,0.762
158803,4,1.0
158804,3,0.629
158805,4,0.965
158806,4,0.974
158807,3,0.617
158808,2,0.175
158809,4,0.99
158810,4,1.0
158811,3,0.773
158812,3,0.817
158813,2,0.237
158814,2,0.247
158815,1,0.017
158816,2,0.189
158817,2,0.126
158818,2,0.427
158819,4,1.0
158820,2,0.16
158821,1,0.037
158822,1,0.049
158829,1,0.087
158831,2,0.453
159087,1,0.035
159095,2,0.139
159098,2,0.178
159373,1,0.021
159411,2,0.149
159412,2,0.146
159413,1,0.024
159440,2,0.124
159441,2,0.174
159442,2,0.119
159443,3,0.534
159444,4,1.0
159445,2,0.128
159447,3,0.625
159448,2,0.202
159450,2,0.198
159452,4,1.0
159454,1,0.087
159455,3,0.557
159457,2,0.136
159467,1,0.033
159468,1,0.087
159469,2,0.349
159470,1,0.073
159471,1,0.024
159472,1,0.075
159473,1,0.037
159474,2,0.106
159475,4,1.0
159476,4,1.0
159477,4,0.928
159478,3,0.611
159479,3,0.547
159480,3,0.77
159492,2,0.176
159495,1,0.098
159501,4,0.941
159502,3,0.802
159503,3,0.53
159504,3,0.772
159505,2,0.468
159510,3,0.594
159511,2,0.495
159512,3,0.877
159513,4,1.0
159514,4,0.999
159515,2,0.394
159516,3,0.882
159517,3,0.806
159518,4,1.0
159519,4,0.923
159520,2,0.397
159521,3,0.792
159522,2,0.218
159523,2,0.17
159524,3,0.7
159525,3,0.505
159526,2,0.165
159527,2,0.312
159528,3,0.81
159529,2,0.152
159530,2,0.264
159531,1,0.081
159532,2,0.156
159537,2,0.124
159538,2,0.418
159539,2,0.328
159540,1,0.033
159784,1,0.025
159795,2,0.154
160070,2,0.134
160081,1,0.064
160083,2,0.172
160084,1,0.084
160099,2,0.365
160113,1,0.007
160114,1,0.059
160116,1,0.079
160118,2,0.112
160148,3,0.582
160149,2,0.117
160150,1,0.062
160152,4,1.0
160154,2,0.138
160155,2,0.262
160156,2,0.188
160161,2,0.164
160166,3,0.862
160167,4,1.0
160170,1,0.031
160173,4,1.0
160176,2,0.348
160177,4,1.0
160178,4,1.0
160180,1,0.034
160181,1,0.037
160182,1,0.004
160183,1,0.009
160184,1,0.001
160185,1,0.091
160186,1,0.005
160187,1,0.072
160188,4,1.0
160189,4,1.0
160192,1,0.032
160200,2,0.268
160201,2,0.146
160202,2,0.156
160205,4,1.0
160206,2,0.489
160209,3,0.505
160210,2,0.221
160211,4,0.981
160212,4,0.958
160213,4,0.997
160221,4,0.923
160222,3,0.891
160223,2,0.142
160224,3,0.825
160225,2,0.451
160226,3,0.739
160227,2,0.158
160228,2,0.153
160229,2,0.381
160230,2,0.27
160231,2,0.293
160232,2,0.17
160233,2,0.497
160234,3,0.551
160235,4,1.0
160236,2,0.359
160237,2,0.208
160238,2,0.3
160239,4,0.998
160240,2,0.225
160241,1,0.098
160245,1,0.062
160246,2,0.484
160253,3,0.807
160497,2,0.161
160498,1,0.051
160778,1,0.037
160792,2,0.205
160806,1,0.042
160822,2,0.14
160823,1,0.055
160825,2,0.209
160846,1,0.012
160847,1,0.008
160858,1,0.053
160860,4,0.984
160861,2,0.232
160862,1,0.079
160864,1,0.088
160865,1,0.038
160866,2,0.332
160867,2,0.329
160874,4,0.994
160875,4,1.0
160880,2,0.329
160881,4,0.999
160882,3,0.706
160883,1,0.049
160884,2,0.121
160885,4,1.0
160886,4,1.0
160888,1,0.06
160889,1,0.041
160890,1,0.091
160891,1,0.068
160892,2,0.117
160893,1,0.06
160894,2,0.221
160895,4,1.0
160896,4,1.0
160897,4,1.0
160898,4,1.0
160900,1,0.01
160905,1,0.029
160908,4,0.953
160909,4,0.945
160910,3,0.518
160911,2,0.333
160912,2,0.318
160916,4,1.0
160917,3,0.845
160918,1,0.083
160919,3,0.888
160920,3,0.806
160921,4,0.986
160922,4,1.0
160928,2,0.365
160929,4,1.0
160930,4,1.0
160931,4,1.0
160932,4,0.996
160933,3,0.594
160934,3,0.533
160935,3,0.636
160936,2,0.154
160937,3,0.595
160939,1,0.086
160940,1,0.085
160941,2,0.222
160942,2,0.31
160943,4,0.993
160944,2,0.418
160945,2,0.159
160946,2,0.152
160947,3,0.71
160948,2,0.142
160949,1,0.048
160950,1,0.04
160954,2,0.327
160955,1,0.087
160956,2,0.223
161204,2,0.117
161218,2,0.101
161219,1,0.087
161221,4,1.0
161260,1,0.039
161486,2,0.241
161520,1,0.041
161523,1,0.042
161524,1,0.032
161531,1,0.003
161532,2,0.459
161533,1,0.082
161555,4,0.974
161557,2,0.136
161566,1,0.019
161567,1,0.078
161568,2,0.213
161569,2,0.208
161570,2,0.207
161571,2,0.162
161572,2,0.34
161573,2,0.272
161576,4,0.939
161577,3,0.856
161578,2,0.168
161579,2,0.147
161580,2,0.131
161581,2,0.346
161582,2,0.108
161583,3,0.794
161584,2,0.21
161585,4,1.0
161586,4,1.0
161587,3,0.558
161588,2,0.209
161589,2,0.22
161590,4,0.931
161591,4,0.935
161592,2,0.187
161593,1,0.066
161594,1,0.062
161595,2,0.181
161596,2,0.166
161597,2,0.142
161598,4,1.0
161599,4,1.0
161600,4,1.0
161601,4,1.0
161602,4,1.0
161604,4,1.0
161605,4,1.0
161615,1,0.025
161617,2,0.12
161618,3,0.821
161619,3,0.735
161621,2,0.467
161622,4,0.979
161623,4,1.0
161624,4,1.0
161625,4,1.0
161626,1,0.092
161627,3,0.853
161628,2,0.268
161629,4,0.959
161630,4,0.998
161631,3,0.753
161639,4,0.994
161641,3,0.503
161643,2,0.485
161644,3,0.507
161645,3,0.892
161646,2,0.461
161647,3,0.85
161648,3,0.502
161649,2,0.391
161650,3,0.724
161651,3,0.545
161652,4,0.999
161653,2,0.293
161654,1,0.097
161655,2,0.125
161656,2,0.127
161657,1,0.031
161658,1,0.03
161659,1,0.038
161660,1,0.069
161663,1,0.091
161664,2,0.493
161910,2,0.194
161911,2,0.388
161912,2,0.226
161921,3,0.521
161922,2,0.26
161927,2,0.145
161928,1,0.044
161929,4,1.0
161932,2,0.106
161933,3,0.858
161934,2,0.312
161968,1,0.0
162193,2,0.133
162194,1,0.036
162215,2,0.103
162228,1,0.049
162240,1,0.053
162241,1,0.079
162266,2,0.381
162275,2,0.135
162276,1,0.073
162277,4,1.0
162278,2,0.182
162279,2,0.244
162281,2,0.236
162285,4,0.961
162286,2,0.176
162287,2,0.31
162288,1,0.068
162289,2,0.166
162290,2,0.422
162291,4,1.0
162292,4,1.0
162293,4,1.0
162294,4,1.0
162295,4,1.0
162296,4,0.908
162297,1,0.071
162298,2,0.456
162299,1,0.027
162300,2,0.131
162301,2,0.173
162302,2,0.387
162303,2,0.215
162304,2,0.236
162305,3,0.695
162306,4,1.0
162307,4,1.0
162308,4,1.0
162312,4,0.993
162315,4,1.0
162316,4,0.982
162317,3,0.586
162329,2,0.28
162330,4,1.0
162331,4,0.944
162332,4,1.0
162333,4,1.0
162334,4,1.0
162335,3,0.883
162336,2,0.427
162337,2,0.248
162338,4,1.0
162344,3,0.512
162350,4,0.969
162351,4,0.906
162352,2,0.145
162353,4,0.973
162354,2,0.425
162355,3,0.826
162356,2,0.499
162357,4,0.97
162358,2,0.226
162359,2,0.46
162360,3,0.52
162361,2,0.261
162362,2,0.222
162363,2,0.195
162364,2,0.215
162366,3,0.818
162367,1,0.025
162368,2,0.102
162639,2,0.192
162640,1,0.058
162641,2,0.179
162673,1,0.033
162676,1,0.018
162900,1,0.048
162901,1,0.066
162902,1,0.093
162924,2,0.12
162936,1,0.044
162937,1,0.002
162938,1,0.002
162973,3,0.576
162982,2,0.117
162983,1,0.027
162984,2,0.386
162985,1,0.067
162986,1,0.036
162988,2,0.149
162989,2,0.402
162990,4,1.0
162992,1,0.045
162993,1,0.063
162995,2,0.219
162996,3,0.511
162997,1,0.01
162999,4,1.0
163000,4,1.0
163002,4,1.0
163003,4,1.0
163004,4,1.0
163005,4,1.0
163006,4,1.0
163007,4,1.0
163008,3,0.639
163009,2,0.247
163010,3,0.737
163011,1,0.041
163012,3,0.734
163013,4,1.0
163014,4,1.0
163015,4,1.0
163016,4,1.0
163017,4,1.0
163018,3,0.592
163019,4,1.0
163020,4,0.999
163021,4,1.0
163022,4,1.0
163024,4,1.0
163025,4,1.0
163036,3,0.638
163037,4,1.0
163038,4,1.0
163040,4,1.0
163043,4,1.0
163045,2,0.267
163047,2,0.303
163048,2,0.156
163049,2,0.429
163050,2,0.464
163051,2,0.395
163052,3,0.897
163058,4,0.961
163059,4,1.0
163060,4,1.0
163061,4,1.0
163062,3,0.805
163063,3,0.812
163064,4,0.965
163065,2,0.327
163066,2,0.465
163067,3,0.692
163068,3,0.529
163069,4,0.943
163070,3,0.509
163071,2,0.224
163072,2,0.161
163073,2,0.218
163074,2,0.139
163075,1,0.035
163076,1,0.093
163092,1,0.012
163342,1,0.057
163380,1,0.065
163381,1,0.056
163384,2,0.121
163607,1,0.091
163608,1,0.052
163644,1,0.077
163645,1,0.003
163680,2,0.288
163681,3,0.584
163692,1,0.036
163693,2,0.204
163694,2,0.369
163695,2,0.176
163696,1,0.009
163697,4,1.0
163698,3,0.615
163700,2,0.146
163702,2,0.281
163703,4,1.0
163705,1,0.084
163706,1,0.019
163707,4,1.0
163708,4,1.0
163709,4,1.0
163710,4,1.0
163711,3,0.898
163712,4,1.0
163713,4,1.0
163714,4,1.0
163715,4,0.923
163716,2,0.221
163717,2,0.194
163718,1,0.071
163719,2,0.172
163720,4,1.0
163721,2,0.18
163722,4,1.0
163723,4,0.979
163727,4,1.0
163728,4,1.0
163729,4,1.0
163730,4,0.907
163731,4,1.0
163732,4,1.0
163733,4,0.997
163734,4,1.0
163744,2,0.31
163745,2,0.395
163746,4,1.0
163747,4,1.0
163748,2,0.194
163749,4,1.0
163750,4,1.0
163754,2,0.173
163755,3,0.516
163756,4,0.949
163757,3,0.882
163758,2,0.28
163759,3,0.868
163760,2,0.304
163764,3,0.537
163766,4,1.0
163767,4,1.0
163768,4,1.0
163769,4,0.95
163770,4,1.0
163771,2,0.369
163772,2,0.385
163773,1,0.097
163774,3,0.746
163775,3,0.836
163776,4,1.0
163777,4,1.0
163779,3,0.505
163780,2,0.155
163781,2,0.202
163782,2,0.163
163783,2,0.176
163784,2,0.172
163800,1,0.098
164033,1,0.092
164034,1,0.047
164053,1,0.039
164087,1,0.015
164088,1,0.044
164090,2,0.307
164092,1,0.019
164314,2,0.194
164315,3,0.536
164320,1,0.066
164336,1,0.094
164351,1,0.067
164352,1,0.002
164358,1,0.034
164365,1,0.025
164367,2,0.106
164389,2,0.393
164400,2,0.172
164401,1,0.079
164402,4,0.952
164403,3,0.558
164404,2,0.18
164406,4,0.988
164407,2,0.399
164408,2,0.286
164409,3,0.535
164410,4,1.0
164412,1,0.097
164413,4,1.0
164414,4,1.0
164418,3,0.879
164419,4,1.0
164420,3,0.874
164421,1,0.053
164422,2,0.177
164440,4,0.999
164441,4,1.0
164442,4,1.0
164443,4,1.0
164457,2,0.324
164460,2,0.187
164462,2,0.365
164463,2,0.304
164464,4,0.951
164465,4,0.947
164466,4,1.0
164467,3,0.73
164470,4,0.909
164471,4,0.965
164472,3,0.785
164474,4,1.0
164475,4,0.965
164476,4,1.0
164477,4,1.0
164478,4,1.0
164479,4,1.0
164480,3,0.841
164481,2,0.134
164482,4,0.998
164483,4,0.996
164484,3,0.829
164485,4,0.923
164486,3,0.832
164487,3,0.543
164488,3,0.503
164489,2,0.238
164490,3,0.507
164491,2,0.479
164492,2,0.5
164493,2,0.313
164494,1,0.069
164739,2,0.185
164758,1,0.08
164761,1,0.051
164762,1,0.047
164765,1,0.062
164766,1,0.02
164795,1,0.008
164796,1,0.023
164797,2,0.122
164799,2,0.116
164800,1,0.046
164929,4,0.978
164930,1,0.082
165022,2,0.101
165044,2,0.207
165065,1,0.045
165069,1,0.03
165097,2,0.388
165098,2,0.242
165099,4,0.994
165107,1,0.044
165108,1,0.016
165109,1,0.096
165110,1,0.051
165111,2,0.454
165112,3,0.574
165113,3,0.526
165114,3,0.651
165115,1,0.091
165116,4,0.909
165117,2,0.139
165118,4,0.901
165120,2,0.124
165122,4,1.0
165124,3,0.778
165127,4,1.0
165129,2,0.209
165131,2,0.25
165152,4,1.0
165165,2,0.121
165173,4,0.961
165174,2,0.221
165175,2,0.448
165176,4,0.999
165177,2,0.314
165178,4,0.958
165179,4,0.93
165180,3,0.793
165181,3,0.851
165182,4,0.956
165183,3,0.868
165184,2,0.407
165185,4,1.0
165186,4,1.0
165187,4,1.0
165188,2,0.411
165189,2,0.458
165190,3,0.568
165191,3,0.559
165192,2,0.123
165193,1,0.059
165194,4,1.0
165195,3,0.531
165196,2,0.232
165197,4,1.0
165198,2,0.226
165200,2,0.308
165201,2,0.151
165202,1,0.015
165218,2,0.271
165455,3,0.774
165458,2,0.154
165503,1,0.018
165504,1,0.042
165505,1,0.012
165506,1,0.014
165507,1,0.014
165635,1,0.059
165636,1,0.048
165638,1,0.03
165730,1,0.062
165742,2,0.118
165760,1,0.044
165780,4,1.0
165808,2,0.139
165809,4,0.988
165815,1,0.02
165816,1,0.015
165817,1,0.011
165818,1,0.012
165819,1,0.082
165820,1,0.085
165821,2,0.206
165822,1,0.049
165823,1,0.015
165824,2,0.122
165825,2,0.152
165826,2,0.132
165827,1,0.085
165830,3,0.635
165836,1,0.062
165873,1,0.08
165878,3,0.555
165879,4,1.0
165881,2,0.309
165882,2,0.406
165885,2,0.473
165886,2,0.273
165887,3,0.881
165888,2,0.205
165889,2,0.304
165892,4,1.0
165893,4,1.0
165894,4,0.993
165895,4,0.994
165896,2,0.447
165897,3,0.852
165898,4,0.901
165899,2,0.122
165900,1,0.032
165901,1,0.075
165902,4,1.0
165903,4,0.997
165904,2,0.167
165905,2,0.165
165907,2,0.226
165908,1,0.095
165909,1,0.089
165910,1,0.035
165911,1,0.041
165912,2,0.125
166164,1,0.063
166175,1,0.096
166183,2,0.111
166211,2,0.194
166212,2,0.443
166213,1,0.024
166214,1,0.04
166215,2,0.118
166341,2,0.113
166349,1,0.047
166438,1,0.033
166473,2,0.321
166478,1,0.023
166479,1,0.026
166484,1,0.022
166517,4,1.0
166518,4,0.903
166525,1,0.007
166526,1,0.015
166527,1,0.014
166528,1,0.048
166529,1,0.052
166530,1,0.012
166531,1,0.001
166532,2,0.135
166533,2,0.155
166534,2,0.426
166535,2,0.248
166536,1,0.096
166585,4,1.0
166586,3,0.89
166587,4,1.0
166588,4,1.0
166590,2,0.333
166594,2,0.313
166599,4,1.0
166600,4,1.0
166601,3,0.777
166602,4,0.978
166603,4,1.0
166604,4,1.0
166605,4,1.0
166607,3,0.83
166608,2,0.213
166609,4,0.988
166610,1,0.05
166611,1,0.042
166612,3,0.544
166613,2,0.397
166614,2,0.116
166615,2,0.289
166616,2,0.216
166617,2,0.31
166618,4,0.941
166619,1,0.048
166620,2,0.164
166862,1,0.071
166863,1,0.072
166883,1,0.043
166887,1,0.022
166888,1,0.071
166894,1,0.059
166895,1,0.04
166920,2,0.157
