tileid,class,quantile
166922,1,0.063
166923,1,0.028
167146,2,0.352
167147,1,0.054
167180,1,0.019
167181,1,0.009
167187,1,0.058
167196,1,0.025
167201,1,0.021
167206,3,0.662
167226,2,0.295
167227,2,0.287
167228,1,0.053
167230,1,0.039
167231,2,0.121
167232,2,0.12
167233,1,0.073
167234,1,0.092
167235,1,0.045
167236,1,0.041
167237,1,0.038
167238,2,0.113
167239,1,0.015
167240,1,0.013
167241,2,0.308
167242,2,0.122
167243,3,0.666
167266,2,0.344
167291,4,0.994
167292,3,0.849
167293,4,1.0
167294,4,1.0
167295,4,1.0
167296,4,1.0
167297,2,0.43
167298,2,0.329
167299,3,0.604
167303,2,0.35
167305,2,0.438
167306,4,0.97
167307,4,1.0
167308,4,1.0
167309,4,1.0
167310,3,0.862
167311,4,0.922
167312,4,1.0
167313,4,0.995
167314,3,0.886
167315,4,1.0
167316,2,0.457
167317,2,0.445
167318,2,0.167
167319,2,0.341
167320,3,0.53
167321,4,0.963
167322,3,0.584
167323,2,0.123
167324,1,0.051
167325,2,0.244
167326,2,0.482
167327,2,0.226
167328,2,0.116
167595,1,0.064
167596,1,0.038
167597,2,0.201
167601,1,0.025
167602,1,0.084
167603,1,0.097
167604,3,0.639
167605,1,0.06
167609,1,0.097
167610,2,0.105
167611,1,0.027
167612,1,0.009
167613,1,0.041
167628,2,0.116
167630,1,0.079
167854,1,0.048
167855,1,0.053
167857,1,0.078
167862,2,0.198
167873,1,0.048
167896,1,0.064
167897,1,0.046
167898,1,0.05
167914,4,1.0
167934,3,0.771
167935,4,0.971
167936,3,0.658
167937,3,0.663
167938,2,0.435
167939,2,0.265
167940,2,0.143
167941,1,0.035
167942,1,0.041
167943,1,0.078
167944,1,0.081
167945,2,0.125
167946,1,0.07
167947,1,0.031
167948,1,0.016
167949,1,0.046
167974,2,0.332
167975,2,0.186
167998,2,0.229
167999,2,0.451
168000,4,0.978
168001,4,1.0
168002,4,1.0
168003,4,1.0
168004,4,1.0
168005,2,0.28
168006,2,0.121
168007,2,0.471
168011,4,0.988
168015,4,1.0
168016,4,0.9
168017,4,1.0
168018,4,0.98
168019,3,0.716
168020,2,0.267
168021,4,1.0
168022,4,0.996
168023,4,0.928
168024,4,0.998
168025,4,0.915
168026,3,0.848
168028,3,0.55
168029,2,0.307
168030,3,0.553
168031,1,0.089
168032,2,0.128
168033,1,0.067
168034,2,0.46
168035,1,0.063
168036,1,0.008
168037,1,0.075
168302,4,1.0
168303,4,1.0
168304,4,1.0
168305,1,0.056
168306,4,0.999
168308,4,0.998
168309,2,0.21
168310,2,0.149
168311,4,0.981
168312,2,0.227
168313,3,0.632
168314,2,0.182
168315,2,0.48
168316,2,0.241
168317,2,0.321
168318,1,0.03
168319,1,0.04
168320,1,0.052
168321,2,0.115
168322,2,0.17
168323,1,0.097
168325,2,0.163
168326,1,0.02
168327,1,0.062
168328,1,0.092
168329,2,0.124
168332,2,0.168
168337,1,0.041
168338,1,0.075
168481,1,0.078
168482,4,1.0
168562,2,0.264
168563,1,0.002
168564,3,0.531
168596,1,0.059
168597,2,0.403
168599,1,0.011
168612,1,0.032
168614,1,0.071
168615,1,0.016
168634,1,0.069
168642,3,0.517
168643,1,0.046
168644,2,0.165
168645,2,0.237
168646,1,0.016
168647,3,0.859
168648,1,0.099
168649,1,0.034
168650,2,0.174
168651,1,0.092
168652,1,0.073
168653,4,0.969
168654,2,0.264
168655,2,0.397
168656,2,0.222
168657,1,0.094
168706,2,0.23
168707,4,0.974
168708,4,0.995
168709,4,1.0
168710,4,1.0
168711,4,1.0
168712,4,1.0
168713,4,1.0
168714,4,1.0
168715,4,1.0
168718,4,1.0
168719,4,1.0
168720,4,1.0
168723,4,1.0
168724,4,1.0
168725,4,0.997
168726,3,0.666
168727,3,0.794
168728,3,0.824
168729,4,1.0
168730,3,0.552
168731,4,1.0
168732,4,1.0
168733,4,1.0
168734,4,0.903
168735,3,0.803
168737,3,0.581
168738,3,0.563
168739,2,0.364
168740,1,0.041
168741,1,0.003
168742,1,0.088
168743,1,0.073
168744,2,0.101
168745,1,0.076
169012,3,0.562
169013,2,0.351
169014,3,0.621
169016,3,0.812
169024,2,0.209
169026,2,0.144
169027,2,0.441
169029,3,0.811
169032,1,0.077
169033,2,0.138
169034,2,0.108
169042,2,0.319
169045,2,0.194
169267,1,0.093
169268,1,0.067
169269,3,0.88
169270,1,0.1
169271,2,0.141
169272,1,0.041
169273,3,0.703
169303,2,0.146
169304,2,0.116
169307,1,0.038
169308,2,0.15
169309,1,0.058
169312,1,0.021
169322,1,0.046
169332,2,0.252
169341,3,0.808
169342,2,0.209
169349,4,0.997
169350,2,0.111
169353,2,0.16
169354,1,0.056
169355,1,0.092
169356,2,0.128
169357,2,0.495
169358,1,0.031
169359,2,0.148
169360,1,0.061
169361,2,0.432
169362,1,0.064
169415,3,0.605
169416,3,0.581
169417,2,0.4
169418,4,1.0
169419,2,0.494
169420,2,0.298
169421,2,0.467
169422,4,1.0
169423,4,0.943
169424,4,1.0
169425,3,0.59
169427,4,1.0
169428,4,1.0
169430,4,1.0
169431,4,1.0
169432,4,1.0
169433,4,1.0
169434,4,1.0
169435,4,1.0
169436,2,0.371
169437,2,0.285
169438,4,1.0
169439,4,1.0
169440,4,1.0
169441,4,1.0
169442,4,1.0
169443,4,0.928
169444,2,0.313
169445,4,1.0
169446,2,0.139
169447,3,0.842
169448,2,0.129
169449,2,0.151
169450,2,0.137
169451,3,0.729
169452,2,0.134
169695,2,0.196
169697,1,0.089
169716,1,0.037
169721,1,0.052
169722,1,0.089
169727,2,0.279
169732,2,0.301
169738,2,0.237
169742,2,0.462
169745,2,0.341
169746,2,0.166
169749,2,0.438
169750,3,0.552
169752,2,0.43
169753,2,0.177
169904,2,0.436
169950,4,0.919
169971,1,0.055
169976,1,0.036
169977,2,0.14
169978,2,0.146
169979,1,0.032
169980,1,0.042
169981,4,0.989
169985,1,0.081
169986,2,0.134
169987,2,0.243
169988,3,0.614
170007,4,0.999
170009,1,0.093
170014,1,0.024
170058,1,0.074
170059,2,0.26
170061,2,0.138
170062,2,0.244
170063,1,0.018
170064,1,0.068
170065,1,0.01
170066,2,0.11
170067,2,0.396
170068,3,0.742
170069,2,0.137
170070,4,0.986
170124,2,0.229
170125,3,0.69
170126,3,0.637
170127,2,0.363
170128,4,1.0
170129,4,1.0
170131,2,0.356
170132,3,0.891
170133,4,1.0
170140,2,0.273
170141,2,0.177
170142,3,0.795
170143,4,0.974
170144,4,0.992
170145,4,1.0
170146,4,1.0
170147,4,1.0
170149,3,0.747
170150,4,1.0
170151,4,1.0
170152,4,1.0
170153,3,0.651
170154,4,0.938
170155,4,1.0
170156,1,0.074
170157,1,0.054
170158,1,0.02
170160,1,0.019
170177,2,0.285
170178,2,0.294
170391,2,0.349
170402,2,0.123
170404,1,0.093
170411,2,0.309
170412,1,0.013
170420,1,0.038
170426,4,0.999
170427,4,1.0
170430,1,0.071
170433,2,0.256
170442,2,0.17
170446,2,0.394
170456,2,0.173
170457,2,0.381
170461,2,0.155
170462,2,0.116
170608,2,0.256
170609,4,0.946
170620,1,0.07
170635,1,0.029
170693,1,0.012
170694,1,0.036
170695,1,0.015
170696,1,0.057
170713,2,0.131
170714,2,0.154
170719,3,0.541
170733,1,0.025
170756,3,0.583
170766,1,0.023
170767,2,0.225
170770,2,0.161
170771,1,0.026
170772,1,0.042
170773,2,0.2
170774,2,0.151
170775,3,0.78
170776,2,0.455
170777,4,1.0
170833,2,0.376
170834,4,0.98
170835,3,0.679
170836,2,0.425
170838,4,0.923
170848,3,0.819
170849,2,0.488
170850,4,0.9
170851,4,1.0
170852,2,0.494
170853,4,0.992
170854,4,0.963
170855,4,1.0
170856,4,1.0
170857,4,1.0
170858,4,1.0
170859,2,0.128
170860,4,1.0
170861,3,0.883
170862,2,0.286
170863,4,1.0
170864,2,0.164
170866,1,0.024
170867,1,0.056
170868,1,0.049
170885,3,0.669
170886,3,0.648
170887,2,0.151
171098,1,0.058
171099,1,0.063
171102,3,0.609
171103,1,0.092
171110,1,0.053
171111,1,0.039
171119,2,0.189
171124,2,0.33
171128,3,0.629
171130,2,0.432
171133,2,0.21
171137,4,0.942
171138,4,0.9
171139,2,0.467
171140,3,0.829
171142,3,0.672
171143,2,0.181
171145,2,0.163
171148,2,0.281
171152,1,0.044
171155,3,0.551
171160,2,0.121
171162,2,0.328
171163,2,0.128
171165,2,0.318
171169,3,0.536
171170,2,0.145
171171,2,0.13
171314,3,0.521
171318,4,0.961
171319,3,0.717
171320,4,0.926
171340,1,0.069
171362,3,0.58
171363,2,0.357
171373,1,0.052
171380,2,0.103
171402,1,0.002
171403,1,0.046
171404,1,0.043
171405,2,0.272
171421,2,0.453
171422,4,1.0
171429,1,0.034
171430,1,0.061
171434,1,0.097
171435,1,0.037
171436,1,0.055
171440,2,0.146
171475,1,0.027
171476,1,0.062
171477,1,0.03
171478,1,0.084
171479,2,0.136
171480,2,0.158
171481,1,0.008
171482,1,0.041
171483,3,0.747
171484,4,0.953
171485,2,0.299
171544,2,0.348
171545,2,0.374
171552,3,0.519
171554,2,0.17
171555,2,0.25
171556,1,0.055
171557,1,0.029
171558,4,0.954
171559,3,0.63
171560,2,0.32
171561,2,0.188
171562,3,0.554
171563,4,1.0
171564,4,1.0
171565,4,1.0
171566,4,1.0
171567,4,1.0
171568,4,1.0
171569,4,0.961
171570,2,0.335
171571,2,0.456
171572,2,0.209
171573,2,0.106
171574,1,0.093
171575,2,0.239
171576,1,0.044
171593,3,0.835
171594,3,0.851
171595,3,0.867
171596,2,0.118
171806,1,0.003
171807,1,0.027
171809,1,0.028
171810,1,0.026
171811,2,0.181
171812,1,0.072
171817,2,0.135
171821,2,0.178
171834,2,0.22
171845,3,0.842
171846,1,0.021
171847,1,0.005
171848,2,0.287
171849,4,0.987
171851,2,0.281
171853,2,0.177
171856,2,0.271
171869,2,0.273
171870,2,0.2
171871,2,0.222
171873,1,0.1
171875,2,0.287
171880,2,0.131
171881,2,0.107
172006,1,0.086
172007,1,0.1
172027,3,0.804
172065,4,1.0
172066,4,1.0
172067,4,0.975
172084,4,0.998
172085,1,0.047
172086,1,0.054
172110,1,0.029
172111,1,0.035
172112,1,0.029
172113,2,0.185
172114,1,0.042
172128,1,0.025
172129,2,0.281
172130,4,1.0
172143,2,0.189
172144,1,0.005
172159,1,0.017
172182,2,0.167
172183,2,0.155
172184,1,0.09
172185,2,0.133
172186,1,0.04
172187,1,0.072
172188,2,0.113
172189,2,0.22
172190,1,0.096
172254,2,0.211
172256,2,0.248
172258,2,0.113
172262,1,0.059
172263,3,0.552
172264,1,0.055
172265,1,0.027
172266,2,0.444
172267,2,0.394
172268,3,0.694
172269,2,0.431
172270,3,0.749
172271,4,1.0
172272,2,0.459
172273,3,0.521
172274,1,0.074
172275,1,0.072
172276,4,1.0
172277,4,1.0
172278,4,1.0
172279,4,0.98
172280,2,0.126
172281,1,0.09
172282,2,0.125
172298,3,0.836
172300,2,0.143
172301,2,0.161
172302,1,0.067
172303,4,1.0
172304,2,0.213
172306,2,0.37
172513,1,0.017
172514,1,0.05
172515,3,0.695
172523,2,0.181
172524,1,0.024
172525,1,0.018
172539,2,0.164
172545,1,0.099
172553,4,0.999
172554,2,0.444
172555,1,0.045
172556,3,0.754
172557,4,1.0
172560,3,0.896
172566,4,1.0
172572,3,0.523
172573,2,0.142
172574,2,0.481
172575,2,0.134
172576,2,0.429
172578,2,0.323
172579,3,0.53
172580,2,0.223
172582,3,0.839
172584,1,0.056
172585,2,0.144
172587,2,0.303
172588,2,0.26
172590,2,0.136
172731,2,0.268
172733,4,0.948
172762,1,0.018
172771,2,0.149
172819,1,0.033
172820,1,0.088
172821,2,0.101
172835,2,0.22
172836,3,0.77
172837,1,0.045
172838,4,0.947
172845,1,0.093
172847,1,0.044
172849,1,0.051
172857,4,1.0
172888,2,0.345
172890,1,0.081
172891,4,1.0
172894,1,0.049
172895,3,0.833
172896,2,0.229
172958,1,0.093
172962,2,0.349
172963,1,0.04
172971,2,0.188
172972,3,0.762
172973,3,0.738
172974,4,1.0
172975,2,0.343
172976,2,0.203
172977,1,0.059
172978,1,0.099
172979,1,0.05
172980,4,1.0
172981,2,0.458
172982,4,1.0
172983,1,0.03
172984,1,0.035
172985,2,0.332
172986,2,0.247
172987,3,0.612
172988,2,0.141
172989,2,0.25
172990,2,0.337
173001,1,0.068
173002,3,0.855
173008,2,0.468
173009,2,0.16
173010,2,0.147
173011,2,0.297
173012,2,0.411
173013,2,0.222
173014,3,0.516
173015,2,0.126
173220,1,0.0
173221,1,0.003
173222,1,0.009
173223,1,0.045
173224,1,0.028
173232,1,0.012
173233,1,0.027
173252,2,0.11
173253,1,0.039
173259,2,0.247
173262,4,0.918
173263,3,0.855
173265,3,0.512
173282,3,0.839
173283,2,0.146
173284,2,0.494
173285,2,0.272
173286,3,0.557
173287,1,0.092
173288,1,0.03
173289,2,0.193
173290,2,0.486
173292,2,0.136
173293,2,0.344
173294,2,0.132
173295,2,0.203
173296,2,0.437
173298,2,0.132
173299,2,0.122
173300,2,0.251
173441,1,0.013
173442,3,0.718
173443,1,0.07
173445,1,0.087
173446,3,0.742
173477,2,0.15
173478,4,1.0
173527,1,0.019
173528,1,0.025
173529,1,0.043
173530,2,0.142
173545,2,0.182
173546,2,0.157
173549,1,0.041
173554,1,0.063
173555,1,0.031
173559,1,0.036
173565,4,1.0
173599,1,0.039
173600,1,0.047
173601,1,0.011
173602,1,0.015
173603,1,0.055
173606,2,0.127
173607,1,0.073
173668,2,0.19
173676,2,0.182
173677,2,0.144
173680,3,0.648
173682,2,0.351
173683,1,0.009
173684,1,0.027
173685,1,0.015
173686,1,0.085
173687,2,0.187
173688,4,1.0
173689,2,0.217
173690,1,0.034
173691,1,0.037
173692,1,0.036
173693,2,0.264
173694,2,0.397
173695,4,1.0
173696,3,0.53
173697,3,0.664
173717,1,0.017
173718,2,0.126
173719,1,0.091
173720,2,0.364
173721,1,0.089
173722,1,0.045
173723,1,0.038
173724,1,0.056
173725,2,0.234
173726,1,0.08
173727,2,0.36
173728,3,0.653
173925,1,0.056
173926,1,0.05
173927,1,0.008
173928,1,0.008
173929,1,0.026
173930,1,0.065
173931,2,0.113
173932,1,0.094
173936,1,0.042
173958,2,0.224
173961,2,0.133
173970,3,0.77
173978,2,0.353
173980,4,0.972
173987,2,0.198
173991,4,0.913
173992,3,0.859
173993,3,0.529
173994,2,0.358
173995,1,0.061
173996,1,0.068
173997,2,0.202
173998,4,0.987
173999,3,0.505
174000,3,0.805
174001,3,0.585
174002,2,0.12
174003,1,0.077
174008,2,0.218
174009,1,0.065
174151,2,0.198
174153,2,0.293
174154,4,0.995
174236,1,0.084
174237,4,1.0
174238,2,0.448
174252,4,0.943
174255,2,0.192
174259,1,0.071
174260,2,0.263
174261,1,0.097
174262,2,0.126
174264,1,0.04
174267,2,0.111
174289,1,0.043
174302,4,1.0
174303,1,0.021
174305,2,0.11
174307,2,0.142
174308,1,0.03
174309,1,0.023
174310,2,0.166
174311,4,1.0
174313,2,0.137
174314,1,0.02
174375,3,0.594
174379,1,0.02
174380,1,0.035
174381,3,0.619
174382,1,0.042
174383,4,0.91
174384,4,0.975
174385,4,0.942
174386,3,0.606
174387,2,0.265
174388,2,0.398
174389,2,0.249
174390,3,0.764
174391,1,0.083
174392,1,0.025
174393,1,0.026
174394,2,0.129
174395,2,0.11
174396,1,0.03
174397,1,0.027
174398,1,0.02
174399,2,0.427
174400,1,0.014
174401,2,0.315
174402,1,0.059
174403,3,0.797
174404,2,0.128
174405,3,0.544
174417,4,1.0
174418,3,0.616
174426,4,0.904
174427,2,0.166
174428,2,0.299
174429,1,0.046
174430,1,0.078
174431,1,0.045
174432,1,0.013
174433,1,0.034
174434,2,0.133
174435,1,0.04
174436,1,0.095
174437,2,0.155
174438,2,0.154
174632,1,0.06
174636,1,0.049
174638,2,0.13
174648,2,0.212
174649,2,0.14
174659,2,0.112
174676,2,0.471
174677,4,1.0
174679,3,0.798
174681,2,0.497
174687,4,0.986
174688,1,0.075
174692,3,0.545
174697,2,0.195
174698,2,0.493
174699,1,0.077
174700,3,0.525
174702,2,0.281
174703,2,0.396
174706,4,0.903
174707,2,0.32
174708,2,0.151
174709,2,0.205
174710,2,0.153
174711,2,0.261
174715,2,0.228
174716,4,0.95
174717,3,0.785
174718,1,0.037
174719,1,0.067
174860,4,0.999
174861,4,1.0
174868,3,0.777
174869,2,0.255
174870,2,0.133
174873,3,0.86
174883,2,0.486
174884,2,0.134
174894,1,0.069
174937,1,0.058
174938,1,0.099
174939,2,0.139
174940,1,0.072
174944,2,0.203
174945,2,0.192
174946,1,0.045
174947,3,0.621
174959,1,0.09
174960,3,0.841
174962,2,0.46
174963,2,0.128
174969,1,0.066
174970,1,0.077
174974,1,0.023
175011,1,0.021
175016,2,0.237
175017,1,0.029
175082,2,0.19
175083,2,0.264
175084,2,0.136
175085,2,0.178
175086,2,0.196
175087,2,0.144
175089,3,0.699
175090,2,0.236
175091,1,0.022
175092,1,0.024
175093,3,0.782
175094,3,0.762
175095,2,0.193
175096,3,0.819
175097,1,0.081
175098,2,0.425
175099,1,0.064
175100,2,0.232
175101,3,0.564
175102,1,0.022
175103,1,0.013
175104,1,0.028
175105,1,0.087
175106,1,0.006
175107,1,0.015
175108,3,0.519
175109,2,0.206
175110,1,0.01
175111,1,0.097
175125,4,1.0
175126,4,1.0
175127,4,0.979
175128,2,0.205
175129,2,0.267
175130,1,0.083
175136,3,0.579
175137,4,0.906
175138,4,1.0
175139,2,0.292
175140,1,0.074
175141,1,0.043
175142,1,0.036
175143,1,0.035
175144,1,0.019
175145,1,0.042
175146,1,0.036
175147,1,0.04
175148,1,0.062
175149,1,0.037
175150,2,0.253
175151,2,0.184
175152,2,0.15
175339,1,0.065
175342,1,0.043
175343,1,0.025
175351,1,0.015
175352,2,0.453
175357,2,0.176
175367,1,0.024
175377,1,0.065
175385,1,0.053
175386,1,0.067
175387,2,0.218
175391,2,0.486
175392,1,0.06
175394,2,0.228
175396,2,0.439
175397,3,0.674
175400,1,0.083
175401,1,0.048
175408,2,0.215
175410,1,0.08
175411,2,0.348
175415,2,0.312
175416,3,0.695
175417,3,0.611
175418,2,0.179
175419,1,0.034
175422,1,0.095
175423,2,0.119
175424,2,0.445
175425,3,0.8
175426,2,0.285
175427,4,0.989
175568,4,1.0
175573,4,0.962
175574,4,0.965
175575,2,0.255
175577,4,0.905
175578,2,0.225
175579,2,0.145
175581,2,0.469
175583,1,0.076
175602,2,0.296
175628,2,0.179
175629,2,0.201
175630,2,0.138
175631,1,0.078
175632,2,0.206
175647,1,0.044
175648,1,0.098
175652,2,0.159
175653,2,0.159
175654,1,0.037
175655,2,0.195
175661,3,0.599
175667,3,0.723
175668,3,0.849
175669,1,0.072
175672,2,0.101
175674,2,0.101
175678,2,0.115
175681,2,0.206
175683,1,0.098
175684,2,0.118
175697,1,0.008
175699,1,0.019
175787,2,0.263
175788,4,0.991
175792,2,0.276
175793,4,0.986
175794,3,0.539
175795,4,0.942
175796,4,0.944
175797,4,0.961
175799,4,0.98
175800,3,0.579
175801,1,0.039
175802,1,0.019
175803,1,0.014
175804,2,0.237
175805,2,0.193
175806,2,0.258
175807,2,0.249
175808,2,0.306
175809,3,0.555
175810,3,0.569
175811,1,0.049
175812,1,0.025
175813,1,0.016
175814,3,0.563
175815,3,0.808
175816,3,0.601
175817,1,0.052
175818,3,0.569
175819,2,0.272
175833,4,0.985
175834,3,0.559
175835,4,1.0
175836,4,0.911
175837,3,0.612
175838,1,0.046
175839,1,0.042
175846,2,0.143
175847,2,0.19
175848,3,0.622
175849,2,0.2
175850,2,0.111
175851,1,0.078
175852,1,0.047
175853,1,0.024
175855,1,0.038
175856,2,0.183
175857,2,0.101
175858,2,0.11
175859,1,0.008
175860,1,0.038
175861,2,0.172
176047,2,0.352
176050,2,0.35
176058,1,0.016
176059,1,0.022
176076,2,0.128
176077,2,0.198
176093,1,0.07
176094,2,0.301
176095,3,0.841
176096,2,0.383
176097,2,0.333
176098,3,0.837
176107,2,0.379
176109,2,0.308
176111,2,0.178
176114,4,0.9
176115,2,0.101
176116,2,0.484
176120,2,0.165
176121,1,0.079
176123,2,0.346
176124,2,0.199
176125,3,0.556
176126,2,0.168
176127,2,0.197
176128,2,0.21
176129,2,0.153
176130,2,0.35
176131,1,0.031
176132,2,0.222
176133,1,0.057
176134,2,0.253
176135,4,1.0
176277,3,0.629
176278,2,0.128
176287,1,0.029
176288,1,0.08
176289,3,0.721
176290,2,0.494
176298,2,0.495
176299,3,0.716
176301,1,0.072
176303,2,0.143
176309,2,0.157
176310,1,0.033
176317,1,0.018
176360,2,0.251
176361,3,0.511
176362,2,0.137
176363,2,0.14
176366,1,0.099
176367,3,0.645
176375,2,0.12
176379,1,0.092
176388,2,0.407
176389,2,0.124
176390,1,0.027
176391,1,0.006
176392,2,0.16
176395,1,0.044
176493,2,0.164
176494,4,0.952
176495,2,0.443
176496,2,0.185
176497,2,0.427
176498,2,0.404
176500,2,0.252
176501,4,1.0
176502,4,1.0
176504,4,0.999
176507,4,0.981
176510,2,0.118
176511,2,0.401
176512,2,0.311
176513,2,0.198
176514,3,0.803
176515,4,0.969
176516,1,0.062
176517,3,0.682
176518,2,0.487
176519,1,0.033
176520,1,0.025
176521,1,0.011
176522,1,0.073
176523,3,0.615
176524,2,0.5
176525,3,0.59
176526,3,0.586
176527,3,0.776
176528,4,0.988
176529,1,0.026
176542,4,0.903
176543,3,0.626
176544,4,0.99
176545,2,0.433
176546,2,0.453
176547,2,0.156
176557,2,0.102
176558,2,0.178
176559,1,0.081
176560,1,0.097
176561,2,0.134
176562,2,0.261
176563,2,0.418
176564,2,0.149
176565,1,0.086
176566,1,0.046
176567,1,0.02
176569,2,0.211
176570,1,0.085
176757,2,0.422
176758,2,0.188
176766,1,0.006
176801,2,0.416
176802,3,0.616
176804,2,0.282
176805,1,0.068
176808,2,0.127
176812,2,0.383
176815,3,0.751
176816,3,0.64
176817,3,0.55
176818,3,0.569
176820,4,1.0
176822,4,1.0
176823,2,0.313
176824,3,0.761
176825,2,0.445
176828,2,0.204
176829,2,0.308
176830,3,0.53
176831,3,0.704
176832,2,0.268
176835,3,0.897
176836,2,0.293
176837,2,0.132
176838,3,0.525
176839,2,0.198
176841,2,0.106
176844,4,0.931
176845,2,0.149
176984,1,0.083
176986,1,0.017
176987,1,0.004
176998,2,0.481
176999,2,0.445
177000,4,0.974
177001,2,0.137
177002,2,0.106
177004,3,0.557
177005,2,0.381
177006,3,0.502
177007,2,0.331
177008,2,0.488
177009,2,0.141
177010,1,0.057
177011,1,0.088
177012,2,0.189
177017,2,0.315
177018,1,0.06
177053,1,0.06
177055,2,0.272
177057,2,0.165
177061,2,0.186
177062,2,0.111
177068,2,0.387
177069,2,0.41
177070,2,0.126
177071,1,0.04
177072,2,0.144
177080,1,0.058
177082,2,0.143
177083,1,0.038
177084,2,0.104
177085,1,0.088
177086,1,0.064
177089,1,0.038
177095,1,0.044
177096,1,0.014
177097,1,0.076
177101,1,0.032
177102,1,0.067
177106,1,0.054
177112,1,0.046
177114,4,0.921
177115,1,0.014
177116,1,0.009
177186,2,0.131
177200,4,0.998
177201,2,0.272
177202,2,0.287
177203,2,0.156
177204,1,0.056
177205,2,0.383
177209,4,0.912
177219,2,0.117
177220,2,0.176
177222,1,0.023
177223,2,0.197
177224,3,0.641
177225,2,0.355
177226,1,0.021
177227,1,0.017
177228,1,0.016
177229,1,0.022
177230,1,0.031
177231,3,0.704
177232,3,0.569
177233,2,0.42
177234,1,0.034
177235,3,0.577
177236,3,0.643
177237,1,0.014
177238,2,0.132
177250,4,0.909
177251,2,0.184
177252,4,0.957
177253,4,1.0
177254,3,0.835
177255,4,1.0
177269,2,0.16
177270,2,0.379
177271,2,0.186
177272,1,0.052
177273,1,0.096
177274,1,0.089
177275,1,0.024
177276,2,0.391
177277,2,0.396
177278,1,0.057
177461,1,0.065
177462,2,0.39
177464,2,0.454
177465,2,0.288
177466,3,0.671
177488,2,0.198
177510,4,0.902
177513,3,0.61
177515,4,0.998
177518,2,0.354
177524,4,0.996
177525,2,0.482
177527,4,1.0
177528,4,1.0
177529,4,1.0
177530,2,0.151
177531,3,0.875
177532,4,0.963
177536,3,0.541
177539,2,0.273
177540,3,0.618
177545,3,0.858
177546,3,0.557
177551,2,0.365
177552,1,0.022
177692,1,0.038
177693,1,0.068
177694,2,0.217
177695,1,0.029
177696,2,0.18
177697,2,0.146
177699,2,0.101
177700,2,0.352
177710,1,0.025
177711,1,0.023
177712,3,0.684
177713,2,0.413
177714,2,0.3
177715,2,0.152
177716,2,0.156
177717,2,0.461
177718,2,0.117
177719,2,0.102
177720,1,0.011
177724,2,0.316
177725,1,0.038
177733,2,0.223
177734,2,0.45
177735,2,0.332
177759,2,0.152
177762,2,0.262
177763,3,0.874
177766,1,0.015
177767,2,0.147
177768,2,0.137
177773,4,0.966
177774,1,0.085
177775,1,0.084
177776,3,0.665
177777,2,0.112
177778,2,0.262
177779,2,0.216
177780,3,0.588
177781,4,0.998
177782,2,0.279
177785,2,0.268
177787,2,0.274
177788,1,0.039
177790,1,0.047
177791,1,0.096
177795,1,0.088
177796,1,0.081
177797,1,0.02
177801,2,0.131
177806,1,0.068
177807,1,0.025
177808,1,0.007
177809,1,0.016
177810,1,0.034
177811,1,0.02
177812,2,0.102
177813,1,0.026
177814,1,0.036
177836,2,0.108
177838,1,0.097
177839,1,0.013
177842,4,0.966
177843,3,0.515
177907,2,0.15
177908,1,0.058
177911,2,0.352
177912,2,0.262
177913,4,1.0
177914,2,0.407
177916,2,0.434
177923,2,0.162
177927,2,0.394
177928,2,0.13
177930,4,0.985
177931,3,0.658
177932,2,0.26
177933,2,0.237
177934,1,0.005
177935,1,0.025
177936,1,0.051
177937,1,0.085
177938,1,0.012
177939,3,0.504
177940,2,0.484
177941,2,0.351
177942,2,0.265
177943,2,0.402
177944,3,0.6
177945,1,0.022
177946,3,0.613
177947,3,0.533
177948,2,0.125
177949,2,0.229
177957,4,0.999
177958,3,0.886
177959,2,0.153
177960,4,1.0
177961,4,1.0
177962,4,0.987
177963,4,1.0
177978,1,0.065
177979,2,0.193
177980,2,0.259
177981,1,0.069
177982,2,0.375
177983,3,0.607
177984,4,1.0
177985,2,0.495
177986,1,0.055
178168,1,0.026
178169,1,0.022
178171,2,0.259
178172,2,0.156
178185,1,0.011
178218,3,0.748
178223,3,0.819
178224,3,0.599
178226,2,0.308
178227,4,0.954
178233,4,0.978
178235,3,0.723
178236,3,0.582
178237,4,0.998
178238,4,1.0
178243,4,0.921
178244,3,0.579
178250,2,0.198
178251,2,0.32
178252,2,0.232
178253,2,0.282
178254,3,0.635
178257,2,0.172
178258,1,0.05
178259,1,0.078
178260,1,0.045
178395,2,0.223
178396,2,0.135
178397,3,0.573
178398,1,0.06
178399,3,0.512
178400,1,0.073
178401,1,0.013
178402,2,0.186
178403,2,0.108
178404,3,0.667
178405,1,0.012
178408,2,0.236
178409,3,0.504
178432,2,0.41
178440,3,0.824
178441,4,1.0
178442,4,0.99
178443,1,0.018
178456,2,0.153
178457,2,0.151
178467,1,0.053
178468,2,0.192
178469,2,0.206
178471,3,0.89
178473,3,0.521
178474,3,0.811
178479,3,0.718
178482,4,1.0
178483,2,0.184
178484,2,0.287
178485,3,0.81
178486,3,0.629
178487,2,0.254
178488,3,0.839
178490,3,0.876
178494,2,0.227
178495,2,0.185
178497,2,0.132
178498,1,0.094
178503,4,0.968
178504,1,0.062
178505,1,0.035
178511,2,0.257
178512,1,0.025
178513,1,0.091
178522,1,0.058
178523,1,0.03
178527,1,0.04
178533,2,0.182
178536,2,0.136
